ID,Authors
90,"Vickers C.E., Blank L.M., Kromer J.O."
91,"Chen B.-S., Wu C.-H."
92,"McArthur IV G.H., Fong S.S."
93,"Silva-Rocha R., De Lorenzo V."
94,"Atsumi S., Connor M.R."
95,"De Las Heras A., Carreno C.A., Martinez-Garcia E., De Lorenzo V."
96,Provoost
97,"Leisner M., Bleris L., Lohmueller J., Xie Z., Benenson Y."
98,"Marguet P., Tanouchi Y., Spitz E., Smith C., You L."
99,"Bagh S., Mandal M., McMillen D.R."
100,"Clancy K., Voigt C.A."
101,"Li H., Cann A.F., Liao J.C."
102,"Dietrich J.A., McKee A.E., Keasling J.D."
103,"Rodrigo G., Carrera J., Elena S.F."
104,"Ghim C.-M., Lee S.K., Takayama S., Mitchell R.J."
105,"Tyo K.E., Kocharin K., Nielsen J."
106,"Umenhoffer K., Feher T., Baliko G., Ayaydin F., Posfai J., Blattner F.R., Posfai G."
107,"Nistala G.J., Wu K., Rao C.V., Bhalerao K.D."
108,"Rodrigo G., Carrera J., Elena S.F., Jaramillo A."
109,"Sleight S.C., Bartley B.A., Lieviant J.A., Sauro H.M."
110,"Grunberg R., Serrano L."
111,"Schallau K., Junker B.H."
112,De Lorenzo V.
113,"Dietz S., Panke S."
114,"Lee S.H., Helnz A.J., Shln S., Jung Y.-G., Chol S.-E., Park W., Roe J.-H., Kwon S."
115,"Grunberg R., Ferrar T.S., van der Sloot A.M., Constante M., Serrano L."
116,Pillai C.K.S.
117,"Cai Y., Wilson M.L., Peccoud J."
118,"Cooling M.T., Rouilly V., Misirli G., Lawson J., Yu T., Hallinan J., Wipat A."
119,"Anderson J.C., Dueber J.E., Leguia M., Wu G.C., Arkin A.P., Keasling J.D."
120,"Varshney L.R., Mitter S.K., Goyal V.K."
121,"Poh C.L., Cui L.C., Kitney R.I."
122,"Carr P.A., Church G.M."
123,"Alterovitz G., Muso T., Ramoni M.F."
124,"Martin L., Che A., Endy D."
125,"Koeppl H., Setti G."
126,"Schwille P., Diez S."
127, M.A.
128,"Tan C., Marguet P., You L."
129,"Gaisser S., Reiss T."
130,"Rabinow P., Bennett G."
131,"Weber W., Fussenegger M."
132,"Cai Y., Lux M.W., Adam L., Peccoud J."
133,Kaznessis Y.N.
134,Marner II W.D.
135,"Smith L.P., Bergmann F.T., Chandran D., Sauro H.M."
136,"Endler L., Rodriguez N., Juty N., Chelliah V., Laibe C., Li C., Le Novere N."
137,"Gulati S., Rouilly V., Niu X., Chappell J., Kitney R.I., Edel J.B., Freemont P.S., DeMello A.J."
138,"Dougherty M.J., Arnold F.H."
139,"Marchisio M.A., Stelling J."
140,"Carothers J.M., Goler J.A., Keasling J.D."
141,"Tanouchi Y., Pai A., You L."
142,Benenson Y.
143,"Chen B.-S., Chang C.-H., Lee H.-C."
144,"Tabor J.J., Salis H.M., Simpson Z.B., Chevalier A.A., Levskaya A., Marcotte E.M., Voigt C.A., Ellington A.D."
145,"Landrain T.E., Carrera J., Kirov B., Rodrigo G., Jaramillo A."
146,"Purnick P.E.M., Weiss R."
147,Bhalerao K.D.
148,"Bennett M.R., Hasty J."
149,"Ellis T., Wang X., Collins J.J."
150,"Kelly J.R., Rubin A.J., Davis J.H., Ajo-Franklin C.M., Cumbers J., Czar M.J., de Mora K., Glieberman A.L., Monie D.D., Endy D."
151,"Minty J.J., Varedi K S.M., Nina Lin X."
152,"Win M.N., Liang J.C., Smolke C.D."
153,"Koide T., Lee Pang W., Baliga N.S."
154,McInerney M.J.
155,"Czar M.J., Anderson J.C., Bader J.S., Peccoud J."
156,"Beal J., Bachrach J."
157,"Lucks J.B., Qi L., Whitaker W.R., Arkin A.P."
158,"Chandran D., Copeland W.B., Sleight S.C., Sauro H.M."
159,"Lee S.K., Chou H., Ham T.S., Lee T.S., Keasling J.D."
160,"Hill A.D., Tomshine J.R., Weeding E.M.B., Sotiropoulos V., Kaznessis Y.N."
161,"de Lorenzo V., Danchin A."
162,Arkin A.
