ID,Authors
78,"Yu Z.-X., Li J.-X., Yang C.-Q., Hu W.-L., Wang L.-J., Chen X.-Y."
79,"Scalcinati G., Knuf C., Partow S., Chen Y., Maury J., Schalk M., Daviet L., Nielsen J., Siewers V."
80,"Da Silva N.A., Srikrishnan S."
81,"Siddiqui M.S., Thodey K., Trenchard I., Smolke C.D."
82,"Kim I.-K., Roldao A., Siewers V., Nielsen J."
83,Am Chem Soc
84,"Paudel M.K., Takei A., Sakoda J., Juengwatanatrakul T., Sasaki-Tabata K., Putalun W., Shoyama Y., Tanaka H., Morimoto S."
85,"Zhou Y.J., Gao W., Rong Q., Jin G., Chu H., Liu W., Yang W., Zhu Z., Li G., Zhu G., Huang L., Zhao Z.K."
86,"Levesque F., Seeberger P.H."
87,"Vinuselvi P., Kim M.K., Lee S.K., Ghim C.-M."
88,"Jensen K., Jensen P.E., Moller B.L."
89,Sandler R.
90,Schark M.
91,"Gschmeidler B., Seiringer A."
92,"Boghigian B.A., Salas D., Ajikumar P.K., Stephanopoulos G., Pfeifer B.A."
93,"Seo S.W., Kim S.C., Jung G.Y."
94,"Serrano-Ruiz J.C., Ramos-Fernandez E.V., Sepulveda-Escribano A."
95,"Yong H., Qiang K.J., Hao S.J., Dong Z.X., Wei W., Juan Y.K., Ping Z."
96,"Rafael S.P., Vallee-Belisle A., Fabregas E., Plaxco K., Palleschi G., Ricci F."
97,"Westfall P.J., Pitera D.J., Lenihan J.R., Eng D., Woolard F.X., Regentin R., Horning T., Tsuruta H., Melis D.J., Owens A., Fickes S., Diola D., Benjamin K.R., Keasling J.D., Leavell M.D., McPhee D.J., Renninger N.S., Newman J.D., Paddon C.J."
98,"Zhang Y.-K., Ge M., Plattner J.J."
99,"Flamholz A., Noor E., Bar-Even A., Milo R."
100,"Liu X., Wang S.-Y., Wang J."
101,"Yang J., Zhao G., Sun Y., Zheng Y., Jiang X., Liu W., Xian M."
102,"Ye V.M., Bhatia S.K."
103,"Hussain M.S., Fareed S., Ansari S., Rahman M.A., Ahmad I.Z., Saeed M."
104,"Weber W., Fussenegger M."
105,"Hartwig C.L., Lauterwasser E.M.W., Mahajan S.S., Hoke J.M., Cooper R.A., Renslo A.R."
106,Bohlmann J.
107,"Rai R., Meena R.P., Smita S.S., Shukla A., Rai S.K., Pandey-Rai S."
108,"Huang L., Guo L., Ma C., Gao W., Yuan Q."
109,"Farhi M., Marhevka E., Ben-Ari J., Algamas-Dimantov A., Liang Z., Zeevi V., Edelbaum O., Spitzer-Rimon B., Abeliovich H., Schwartz B., Tzfira T., Vainstein A."
110,"Pani A., Mahapatra R.K., Behera N., Naik P.K."
111,"Zeng Q.-P., Zeng X.-M., Yang R.-Y., Yang X.-Q."
112,"Srivastava N., Akhila A."
113,"Zhang F., Rodriguez S., Keasling J.D."
114,"Goel R., Goel D., Chaudhary S., Sharma V., Kumar S."
115,"Hamberger B., Ohnishi T., Hamberger B., Seguin A., Bohlmann J."
116,"Zhang H.-F., Yang X.-H., Wang Y."
117,"Pollier J., Moses T., Goossens A."
118,"Rath C.M., Janto B., Earl J., Ahmed A., Hu F.Z., Hiller L., Dahlgren M., Kreft R., Yu F., Wolff J.J., Kweon H.K., Christiansen M.A., Hakansson K., Williams R.M., Ehrlich G.D., Sherman D.H."
119,"Lokko Y., Mba C., Spencer M., Till B., Lagoda P."
120,"Seki H., Sawai S., Ohyama K., Mizutani M., Ohnishi T., Sudo H., Fukushima E.O., Akashi T., Aoki T., Saito K., Muranaka T."
121,"Boghigian B.A., Myint M., Wu J., Pfeifer B.A."
122,"Barbacka K., Baer-Dubowska W."
123,"Wenda S., Illner S., Mell A., Kragl U."
124,
125,"Valles J., Garcia S., Hidalgo O., Martin J., Pellicer J., Sanz M., Garnatje T."
126,ng (Eds.); Linley
127,"Castrillo J.I., Oliver S.G."
128,"Bromley E.H.C., Channon K.J."
129,"Peralta-Yahya P.P., Ouellet M., Chan R., Mukhopadhyay A., Keasling J.D., Lee T.S."
130,"Wang Y., Yang K., Jing F., Li M., Deng T., Huang R., Wang B., Wang G., Sun X., Tang K.-X."
131,"Ouellet M., Datta S., Dibble D.C., Tamrakar P.R., Benke P.I., Li C., Singh S., Sale K.L., Adams P.D., Keasling J.D., Simmons B.A., Holmes B.M., Mukhopadhyay A."
132,"Alejos-Gonzalez F., Qu G., Zhou L.-L., Saravitz C.H., Shurtleff J.L., Xie D.-Y."
133,"Babiskin A.H., Smolke C.D."
134,"Fujii R., Minami A., Tsukagoshi T., Sato N., Sahara T., Ohgiya S., Gomi K., Oikawa H."
135,"Du F., Zhang F., Chen F., Wang A., Wang Q., Yin X., Wang S."
136,"Barnes C.P., Silk D., Sheng X., Stumpf M.P.H."
137,"He Y.-F., Gao W., Liu T.-S., Li W.-Y., Huang L.-Q."
138,Ram S.
139,"Liu D., Du J., Zhao G., Yuan Y."
140,"Zhou Y.J., Zhao Z.K."
141,O'Malley M.A.
142,"Chandran S.S., Kealey J.T., Reeves C.D."
143,"Goni-Moreno A., Amos M."
144,"Farhi M., Marhevka E., Masci T., Marcos E., Eyal Y., Ovadis M., Abeliovich H., Vainstein A."
145,"de Kok S., Yilmaz D., Suir E., Pronk J.T., Daran J.-M., van Maris A.J.A."
146,"Solomon K.V., Prather K.L.J."
147,"Saeidi N., Wong C.K., Lo T.-M., Nguyen H.X., Ling H., Leong S.S.J., Poh C.L., Chang M.W."
148,"Liu Q., Majdi M., Cankar K., Goedbloed M., Charnikhova T., Verstappen F.W.A., de Vos R.C.H., Beekwilder J., van der Krol S., Bouwmeester H.J."
149,"Hao H.-D., Li Y., Han W.-B., Wu Y."
150,"Carbonell P., Planson A.-G., Fichera D., Faulon J.-L."
151,"Woodruff L.B.A., Gill R.T."
152,"Wittmann A., Suess B."
153,"Carlson J.C., Li S., Gunatilleke S.S., Anzai Y., Burr D.A., Podust L.M., Sherman D.H."
154,"Vranckx S., Heufer K.A., Lee C., Olivier H., Schill L., Kopp W.A., Leonhard K., Taatjes C.A., Fernandes R.X."
155,"Lee J.W., Kim T.Y., Jang Y.-S., Choi S., Lee S.Y."
156,"Min-Oo G., Gros P."
157,"Du J., Shao Z., Zhao H."
158,n to microbial P450 s and unique features (2000) J Inorg Biochem
159,Murphy A.C.
160,"Pickens L.B., Tang Y., Chooi Y.-H."
161,nts a Catalyst for Novobiocin Glycorandomization (2008) Chemistry and Biology
162,"Wu T., Wu S., Yin Q., Dai H., Li S., Dong F., Chen B., Fang H."
163,"Zhang F., Keasling J."
164,"Planson A.-G., Carbonell P., Grigoras I., Faulon J.-L."
165,"Wen W., Yu R."
166,"Weeks A.M., Chang M.C.Y."
167,lay of mechanism and specificity (2005) Archives of Biochemistry and Biophysics
168,"Varman A.M., Xiao Y., Leonard E., Tang Y.J."
169,"Ikezawa N., Gopfert J.C., Nguyen D.T., Kim S.-U., O'Maille P.E., Spring O., Ro D.-K."
170,"Durante M., Caretto S., Quarta A., De Paolis A., Nisi R., Mita G."
171,"Nguyen K.T., Arsenault P.R., Weathers P.J."
172,"Weathers P.J., Arsenault P.R., Covello P.S., McMickle A., Teoh K.H., Reed D.W."
173,Kaznessis Y.N.
174,"Shen C.R., Liao J.C."
175,Baker M.
176,"Sun H., Liu Y., Feng J."
177,"Jenkins T., Bovi A., Edwards R."
178,"Gu W., Wu Q.-N., Chao J.-G., Xi B.-L., Li L., Shen X.-Y."
179,"Hamazaki T., Leung W.-Y., Cain B.D., Ostrov D.A., Thorsness P.E., Terada N."
180,"Wang X., Zhao X.-E., Yang B., Dong H., Liu D., Huang L."
181,"Nannemann D.P., Birmingham W.R., Scism R.A., Bachmann B.O."
182,"Zhang Y., Nowak G., Reed D.W., Covello P.S."
183,Newson A.J.
184,"Nazmul Hussain Nazir K.H.M., Ichinose H., Wariishi H."
185,"Marucci L., Santini S., di Bernardo M., di Bernardo D."
186,Wright G.D.
187,"Yang R.-Y., Yang X.-Q., Feng L.-L., Zeng Q.-P."
188,Wohlgemuth R.
189,"Palani S., Sarkar C.A."
190,"Bond-Watts B.B., Bellerose R.J., Chang M.C.Y."
191,Meunier B.
192,"Meng H., Wang Y., Hua Q., Zhang S., Wang X."
193,"Misirli G., Hallinan J.S., Yu T., Lawson J.R., Wimalaratne S.M., Cooling M.T., Wipat A."
194,"Hirosue S., Tazaki M., Hiratsuka N., Yanai S., Kabumoto H., Shinkyo R., Arisawa A., Sakaki T., Tsunekawa H., Johdo O., Ichinose H., Wariishi H."
195,"Madsen K.M., Udatha G.D.B.R.K., Semba S., Otero J.M., Koetter P., Nielsen J., Ebizuka Y., Kushiro T., Panagiotou G."
196,"Smolke C.D., Silver P.A."
197,"Seo M.-J., Zhu D., Endo S., Ikeda H., Cane D.E."
198,"Babiskin A.H., Smolke C.D."
199,"Olofsson L., Engstrom A., Lundgren A., Brodelius P.E."
200,"O'Reilly E., Kohler V., Flitsch S.L., Turner N.J."
201,"Galdzicki M., Rodriguez C., Chandran D., Sauro H.M., Gennari J.H."
202,"Schmidt M., Pei L."
203,"Jha P., Ram M., Khan M.A., Kiran U., Mahmooduzzafar, Abdin M.Z."
204,"Park S., Kang K., Lee S.W., Ahn M.-J., Bae J.-M., Back K."
205,"Marchisio M.A., Rudolf F."
206,[No author name available]
207,"Krivoruchko A., Siewers V., Nielsen J."
208,"Davis J.H., Rubin A.J., Sauer R.T."
209,"MacDonald J.T., Barnes C., Kitney R.I., Freemont P.S., Stan G.-B.V."
210,"Medema M.H., Breitling R., Bovenberg R., Takano E."
211,"Woolfson D.N., Bromley E.H."
212,"Edwards R., Jenkins T., Steel P., Roberts P."
213,"Kong J., Zhi X., Wang W., Cheng K., Zhu P."
214,"Ellis T., Adie T., Baldwin G.S."
215,"Eudes A., Baidoo E.E.K., Yang F., Burd H., Hadi M.Z., Collins F.W., Keasling J.D., Loque D."
216,"Hollmann F., Arends I.W.C.E., Buehler K., Schallmey A., Buhler B."
217,C.G.
218,"Moldrup M.E., Geu-Flores F., Olsen C.E., Halkier B.A."
219,"Zhang L.Y., Chang S.H., Wang J."
220,"Ignea C., Cvetkovic I., Loupassaki S., Kefalas P., Johnson C.B., Kampranis S.C., Makris A.M."
221,"Wu W., Yuan M., Zhang Q., Zhu Y., Yong L., Wang W., Qi Y., Guo D."
222,Meyer H.-P.
223,"Dai Z., Cui G., Zhou S.-F., Zhang X., Huang L."
224,"Cankar K., Houwelingen A.V., Bosch D., Sonke T., Bouwmeester H., Beekwilder J."
225,"Zhang D., Fakhrullin R.F., Ozmen M., Wang H., Wang J., Paunov V.N., Li G., Huang W.E."
226,"Caretto S., Quarta A., Durante M., Nisi R., De Paolis A., Blando F., Mita G."
227,"Tan Y., Lafontaine Rivera J.G., Contador C.A., Asenjo J.A., Liao J.C."
228,"Zhang X., Wang X., Shanmugam K.T., Ingram L.O."
229,"Maes L., Van Nieuwerburgh F.C.W., Zhang Y., Reed D.W., Pollier J., Vande Casteele S.R.F., Inze D., Covello P.S., Deforce D.L.D., Goossens A."
230,"Lei C., Ma D., Pu G., Qiu X., Du Z., Wang H., Li G., Ye H., Liu B."
231,"Roberts I.N., Oliver S.G."
232,"Zhang H., Boghigian B.A., Armando J., Pfeifer B.A."
233,.
234,"Perampaladas K., Masum H., Kapoor A., Shah R., Daar A.S., Singer P.A."
235,"Jiang H., Riedel M.D., Parhi K.K."
236,"Jiang L., Liu H., Wang J., Tan F., Zhao K., Wu X., Zhu H., Tang K., Tang X."
237,"van Herpen T.W.J.M., Cankar K., Nogueira M., Bosch D., Bouwmeester H.J., Beekwilder J."
238,Keasling J.D.
239,"Ayukawa S., Kobayashi A., Nakashima Y., Takagi H., Hamada S., Uchiyama M., Yugi K., Murata S., Sakakibara Y., Hagiya M., Yamamura M., Kiga D."
240,"Tang Y.J., Feng X., Page L., Rubens J., Chircus L., Colletti P., Pakrasi H.B."
241,Bayer T.S.
242,"Jiang H., Kharam A.P., Riedel M.D., Parhi K.K."
243,"Minami H., Ikezawa N., Sato F."
244,"Papamichail D., Papamichail G."
245,"Bisht D., Chaturvedi P., Gaur A.K., Pandey S.T."
246,"Leonard J.N., Fritz B.R., Timmerman L.E., Daringer N.M., Jewett M.C."
247,"Lesiak J.M., Stachowiak R., Bielecki J."
248,"McArthur IV G.H., Fong S.S."
249,"Papini M., Salazar M., Nielsen J."
250,rgensen
251,"Li Y., Wu Y.-L."
252,P.J.
253,Armengaud J.
254,"Fischer T., Pietruszka J."
255,Noel J.P.
256,"Jensena H.M., Albersc A.E., Malley K.R., Londerd Y.Y., Cohen B.E., Helmsc B.A., Weigele P., Groves J.T., Ajo-Franklin C.M."
257,"Mannan A., Ahmed I., Arshad W., Asim M.F., Qureshi R.A., Hussain I., Mirza B."
258,"Brochado A.R., Matos C., Moller B.L., Hansen J., Mortensen U.H., Patil K.R."
259,"Morrone D., Chen X., Coates R.M., Peters R.J."
260,"Ryden A.-M., Ruyter-Spira C., Quax W.J., Osada H., Muranaka T., Kayser O., Bouwmeester H."
261,Tucker J.B.
262,"Petric. S., Hakki T., Bernhardt R., Zigon D., Cresnar B."
263,"Zhang H., Jiang T."
264,Brown G.D.
265,nal Meeting
266,"Arsenault P.R., Vail D., Wobbe K.K., Erickson K., Weathers P.J."
267,"Bartoli G., Marcantoni E., Marcolini M., Sambri L."
268, Ed.
269,"Adrio J.-L., Demain A.L."
270,p. 986-994; Demain
271,"Burbelo P.D., Ching K.H., Han B.L., Klimavicz C.M., Iadarola M.J."
272,"Zhu J.-H., Yu R.-M., Yang L., Hu Y.-S., Song L.-Y., Huang Y.-J., Li W.-M., Guan S.-X."
273,"Rico J., Pardo E., Orejas M."
274,"Chen Z., Wilmanns M., Zeng A.-P."
275,"Atsumi S., Connor M.R."
276,"Nti-Gyabaah J., Gbewonyo K., Chiew Y.C."
277,"Kirby J., Nishimoto M., Park J.G., Withers S.T., Nowroozi F., Behrendt D., Rutledge E.J.G., Fortman J.L., Johnson H.E., Anderson J.V., Keasling J.D."
278,"Butler A.R., Khan S., Ferguson E."
279,"Leonard E., Ajikumar P.K., Thayer K., Xiao W.-H., Mo J.D., Tidor B., Stephanopoulos G., Prather K.L.J."
280,Segura V.
281,"Hu X., Hu H., Beratan D.N., Yang W."
282,"Polichuk D.R., Zhang Y., Reed D.W., Schmidt J.F., Covello P.S."
283,"Sun M., Li Y., Gao G.F."
284,"Li H., Cann A.F., Liao J.C."
285,"Rialle S., Felicori L., Dias-Lopes C., Preres S., El Atia S., Thierry A.R., Amar P., Molina F."
286,"Gopfert J., Bulow A.-K., Spring O."
287,"Ryden A.-M., Ruyter-Spira C., Litjens R., Takahashi S., Quax W., Osada H., Bouwmeester H., Kayser O."
288,Bachmann B.O.
289,John J.E.
290,Goldman S.
291,"Na D., Kim T.Y., Lee S.Y."
292,"Yadav V.G., Stephanopoulos G."
293,"Walter J.M., Greenfield D., Liphardt J."
294,"Neumann H., Neumann-Staubitz P."
295,"Nguyen D.T., Gopfert J.C., Ikezawa N., MacNevin G., Kathiresan M., Conrad J., Spring O., Ro D.-K."
296,"Bansal K., Yang K., Nistala G.J., Gennis R.B., Bhalerao K.D."
297,"Ingram L.O., Jarboe L.R., Zhang X., Wang X., Moore J.C., Shanmugam K.T."
298,"Yang R.-Y., Zeng X.-M., Lu Y.-Y., Lu W.-J., Feng L.-L., Yang X.-Q., Zeng Q.-P."
299,"Asadollahi M.A., Maury J., Schalk M., Clark A., Nielsen J."
300,"Daviet L., Schalk M."
301,"Moon T.S., Dueber J.E., Shiue E., Prather K.L.J."
302,"Tsao C.-Y., Hooshangi S., Wu H.-C., Valdes J.J., Bentley W.E."
303,"Ferreira J.F.S., Luthria D.L., Sasaki T., Heyerick A."
304,sala
305,"Khalil A.S., Collins J.J."
306,"Sommer M.O., Church G.M., Dantas G."
307,"Guo X.-X., Yang X.-Q., Yang R.-Y., Zeng Q.-P."
308,"Aubel D., Fussenegger M."
309,"Arndt H.-D., Hackenberger C.P.R., Schwarzer D."
310,"Dietz S., Panke S."
311,Ninfa A.J.
312,"Densmore D., Hsiau T.H.-C., Kittleson J.T., DeLoache W., Batten C., Anderson J.C."
313,"Jin X., Mao P.-H., Lu J."
314,"Wang H., Ma C., Li Z., Ma L., Wang H., Ye H., Xu G., Liu B."
315,"Pujol A., Mosca R., Farres J., Aloy P."
316,"Boghigian B.A., Seth G., Kiss R., Pfeifer B.A."
317,esch
318,"Kuwahara H., Myers C.J., Samoilov M.S."
319,"Walsh C.T., Fischbach M.A."
320,Tavassoli A.
321,Sheludko Y.V.
322,"Ghim C.-M., Kim T., Mitchell R.J., Lee S.K."
323,"Peralta-Yahya P.P., Keasling J.D."
324,Kwok R.
325,"Smith M.E.B., Chen B.H., Hibbert E.G., Kaulmann U., Smithies K., Galman J.L., Baganz F., Dalby P.A., Hailes H.C., Lye G.J., Ward J.M., Woodley J.M., Micheletti M."
326,"Milhous W.K., Weina P.J."
327,"Graham L.A., Besser K., Blumer S., Branigan C.A., Czechowski T., Elias L., Guterman I., Harvey D., Isaac P.G., Khan A.M., Larson T.R., Li Y., Pawson T., Penfield T., Rae A.M., Rathbone D.A., Reid S., Ross J., Smallwood M.F., Segura V., Townsend T., Vyas D., Winzer T., Bowles D."
328,"Holtz W.J., Keasling J.D."
329,"Shaikh A.S., Tang Y.J., Mukhopadhyay A., Martin H.G., Gin J., Benke P.I., Keasling J.D."
330,"Huang L., Gao W., Zhou J., Wang R."
331,"Liu S., Tian N., Li J., Huang J., Liu Z."
332,"Poh C.L., Cui L.C., Kitney R.I."
333,"Kong J.-Q., Huang Y., Shen J.-H., Wang W., Cheng K.-D., Zhu P."
334,Smolke C.D.
335,May M.
336,"Voloshchuk N., Montclare J.K."
337,"Mukherji S., Van Oudenaarden A."
338,"Ullah E., Lee K., Hassoun S."
339,"Wang H., Ma C., Ma L., Du Z., Wang H., Ye H., Li G., Liu B., Xu G."
340,"Shea A., Fett B., Riedel M., Parhi K."
341,"Myers C.J., Barker N., Kuwahara H., Jones K., Madsen C., Nguyen N.-P.D."
342,"Huang L.-Q., Yuan Y., Cui G.-H., Dai Z.-B., Xiao P.-G."
343,"Ma C., Wang H., Lu X., Wang H., Xu G., Liu B."
344,"Lu T.K., Khalil A.S., Collins J.J."
345,"Schafer H., Wink M."
346,stramonium root cultures by two specific reductases (1994) Phytochemistry
347,"Rosloniec K.Z., Wilbrink M.H., Capyk J.K., Mohn W.W., Ostendorf M., Van Der Geize R., Dijkhuizen L., Eltis L.D."
348,"Tang W.L., Zhao H."
349,Zhang X.
350,"Sivakumar G., Vail D.R., Nair V., Medina-Bolivar F., Lay Jr. J.O."
351,"Abbott D.A., Zelle R.M., Pronk J.T., Van Maris A.J.A."
352,"Haynes K.A., Silver P.A."
353,"Schwille P., Diez S."
354, M.A.
355,"Eastman R.T., Fidock D.A."
356,"Kong J.-Q., Shen J.-H., Huang Y., Wang W., Cheng K.-D., Zhu P."
357,"Chen F., Al-Ahmad H., Joyce B., Zhao N., Kollner T.G., Degenhardt J., Stewart Jr. C.N."
358,"Asadollahi M.A., Maury J., Patil K.R., Schalk M., Clark A., Nielsen J."
359,"Gong J., Zheng H., Wu Z., Chen T., Zhao X."
360,"Carballeira J.D., Quezada M.A., Hoyos P., Simeo Y., Hernaiz M.J., Alcantara A.R., Sinisterra J.V."
361, Sybesma
362,Cakar Z.P.
363,"Yonekura-Sakakibara K., Saito K."
364,Wohlgemuth R.
365,"Wang W., Wang Y., Zhang Q., Qi Y., Guo D."
366,"Diez M.S., Lam C.M.C., Leprince A., Martins Dos Santos V.A.P."
367,"Flagfeldt D.B., Siewers V., Huang L., Nielsen J."
368,"Bedau M.A., Parke E.C., Tangen U., Hantsche-Tangen B."
369,Marner II W.D.
370,"Rabinow P., Bennett G."
371,"Joseph A.C., Zachary L.F., Mattheos A.G.K., Effendi L."
372, Hix
373,"Drew D.P., Krichau N., Reichwald K., Simonsen H.T."
374,"Weber W., Fussenegger M."
375,"Johnson E.T., Holtzapple E., Schmidt-Dannert C."
376,"Muntendam R., Melillo E., Ryden A., Kayser O."
377,r
378,"Noirel J., Ow S.Y., Sanguinetti G., Wright P.C."
379,Gibson D.G.
380,"Tokuhiro K., Muramatsu M., Ohto C., Kawaguchi T., Obata S., Muramoto N., Hirai M., Takahashi H., Kondo A., Sakuradani E., Shimizu S."
381,"Gopfert J.C., MacNevin G., Ro D.-K., Spring O."
382,French C.E.
383,"Boyle P.M., Silver P.A."
384,Triggle D.J.
385,"Willcox D.C., Willcox B.J., Todoriki H., Suzuki M."
386,Song L.
387,Fortunak J.M.
388,"Feng L.-L., Yang R.-Y., Yang X.-Q., Zeng X.-M., Lu W.-J., Zeng Q.-P."
389,"Rude M.A., Schirmer A."
390,"Cuccato G., Della Gatta G., Di Bernardo D."
391,"Teoh K.H., Polichuk D.R., Reed D.W., Covello P.S."
392,"Pu G.-B., Ma D.-M., Chen J.-L., Ma L.-Q., Wang H., Li G.-F., Ye H.-C., Liu B.-Y."
393,"Landrain T.E., Carrera J., Kirov B., Rodrigo G., Jaramillo A."
394,"Purnick P.E.M., Weiss R."
395,"Kirby J., Keasling J.D."
396,Deplazes A.
397,"Hansen E.H., Moller B.L., Kock G.R., Bunner C.M., Kristensen C., Jensen O.R., Okkels F.T., Olsen C.E., Motawia M.S., Hansen J."
398,"Leonard E., Runguphan W., O'Connor S., Prather K.J."
399,"Dietrich J.A., Yoshikuni Y., Fisher K.J., Woolard F.X., Ockey D., McPhee D.J., Renninger N.S., Chang M.C.Y., Baker D., Keasling J.D."
400,"Cantone I., Marucci L., Iorio F., Ricci M.A., Belcastro V., Bansal M., Santini S., di Bernardo M., di Bernardo D., Cosma M.P."
401,"Jing F., Zhang L., Li M., Tang Y., Wang Y., Wang Y., Wang Q., Pan Q., Wang G., Tang K."
402,"Yan Y., Liao J.C."
403,"Rincones J., Zeidler A.F., Grassi M.C.B., Carazzolle M.F., Pereira G.A.G."
404,"Martin C.H., Nielsen D.R., Solomon K.V., Prather K.L.J."
405,"Win M.N., Liang J.C., Smolke C.D."
406,"Lu T.K., Collins J.J."
407,"Fraser P.D., Enfissi E.M.A., Bramley P.M."
408,"Lu J., Jin X., Mao P.-H., Ma X.-D., Ling H.-Q., Fan Y.-H., Yu L., Wu B.-S., Ouyang P.-K."
409,"Koide T., Lee Pang W., Baliga N.S."
410,"Zhang L., Jing F., Li F., Li M., Wang Y., Wang G., Sun X., Tang K."
411,John J.E.
412,"Jiang-Qiang K., Wei W., Li-Na W., Xiao-Dong Z., Ke-Di C., Ping Z."
413,"Dong Y., Zhang Y.-M., Zhou L., Wang P.-X."
414,"Calvert J., Martin P."
415,"Tsuruta H., Paddon C.J., Eng D., Lenihan J.R., Horning T., Anthony L.C., Regentin R., Keasling J.D., Renninger N.S., Newman J.D."
416,"Shao Z., Zhao H., Zhao H."
417,Gross M.
