ID,Authors
55,"Dong H., Tao W., Zhang Y., Li Y."
56,"Yang J., Zhao G., Sun Y., Zheng Y., Jiang X., Liu W., Xian M."
57,"Ferry M.S., Hasty J., Cookson N.A."
58,"Kumar S., Hahn F.M., Baidoo E., Kahlon T.S., Wood D.F., McMahan C.M., Cornish K., Keasling J.D., Daniell H., Whalen M.C."
59,"Ye V.M., Bhatia S.K."
60,"Panda T., Basak T., Saraswathi G., Theodore T."
61,"Rai R., Meena R.P., Smita S.S., Shukla A., Rai S.K., Pandey-Rai S."
62,"Farhi M., Marhevka E., Ben-Ari J., Algamas-Dimantov A., Liang Z., Zeevi V., Edelbaum O., Spitzer-Rimon B., Abeliovich H., Schwartz B., Tzfira T., Vainstein A."
63,"Zhang F., Rodriguez S., Keasling J.D."
64,"Gendrault Y., Madec M., Lallement C., Pecheux F., Haiech J."
65,"Sivy T.L., Fall R., Rosenstiel T.N."
66,"Hillwig M.L., Xu M., Toyomasu T., Tiernan M.S., Wei G., Cui G., Huang L., Peters R.J."
67,"Vick J.E., Johnson E.T., Choudhary S., Bloch S.E., Lopez-Gallego F., Srivastava P., Tikh I.B., Wawrzyn G.T., Schmidt-Dannert C."
68,"Lokko Y., Mba C., Spencer M., Till B., Lagoda P."
69,"Wu Y., Hillwig M.L., Wang Q., Peters R.J."
70,"Barbacka K., Baer-Dubowska W."
71,"Primak Y.A., Du M., Miller M.C., Wells D.H., Nielsen A.T., Weyler W., Beck Z.Q."
72,"Wang C., Yoon S.-H., Jang H.-J., Chung Y.-R., Kim J.-Y., Choi E.-S., Kim S.-W."
73,"Boghigian B.A., Myint M., Wu J., Pfeifer B.A."
74,"Cluis C.P., Ekins A., Narcross L., Jiang H., Gold N.D., Burja A.M., Martin V.J.J."
75,"Ray J.C.J., Tabor J.J., Igoshin O.A."
76,"Peralta-Yahya P.P., Ouellet M., Chan R., Mukhopadhyay A., Keasling J.D., Lee T.S."
77,"Zhong Y.-P., Ni M.-X."
78,"Alejos-Gonzalez F., Qu G., Zhou L.-L., Saravitz C.H., Shurtleff J.L., Xie D.-Y."
79,"Agnew D.E., Pfleger B.F."
80,"Lee T.S., Krupa R.A., Zhang F., Hajimorad M., Holtz W.J., Prasad N., Lee S.K., Keasling J.D."
81,"Barnes C.P., Silk D., Sheng X., Stumpf M.P.H."
82,"Xie Z., Wroblewska L., Prochazka L., Weiss R., Benenson Y."
83,"Liu D., Du J., Zhao G., Yuan Y."
84,"Zhou Y.J., Zhao Z.K."
85,"Ma S.M., Garcia D.E., Redding-Johanson A.M., Friedland G.D., Chan R., Batth T.S., Haliburton J.R., Chivian D., Keasling J.D., Petzold C.J., Soon Lee T., Chhabra S.R."
86,"Solomon K.V., Prather K.L.J."
87,"Chandran S.S., Kealey J.T., Reeves C.D."
88,O'Malley M.A.
89,"Farhi M., Marhevka E., Masci T., Marcos E., Eyal Y., Ovadis M., Abeliovich H., Vainstein A."
90,"Hao H.-D., Li Y., Han W.-B., Wu Y."
91,"Vranckx S., Heufer K.A., Lee C., Olivier H., Schill L., Kopp W.A., Leonhard K., Taatjes C.A., Fernandes R.X."
92,"Wittmann A., Suess B."
93,Mitchell W.
94,"Fischer M.J.C., Meyer S., Claudel P., Bergdoll M., Karst F."
95,"Li S., Wen J., Jia X."
96,Murphy A.C.
97,"Jang H.-J., Yoon S.-W., Ryu H.-K., Kim J.-H., Wang C.-L., Kim J.-Y., Oh D.-K., Kim S.-W."
98,"Pickens L.B., Tang Y., Chooi Y.-H."
99,nts a Catalyst for Novobiocin Glycorandomization (2008) Chemistry and Biology
100,"Gendrault Y., Madec M., Lallement C., Pecheux F., Haiech J."
101,"Wu T., Wu S., Yin Q., Dai H., Li S., Dong F., Chen B., Fang H."
102,"Yousofshahi M., Lee K., Hassoun S."
103,"Weeks A.M., Chang M.C.Y."
104,lay of mechanism and specificity (2005) Archives of Biochemistry and Biophysics
105,"Jaschke P.R., Hardjasa A., Digby E.L., Hunter C.N., Beatty J.T."
106,"Wang C., Kim J.-Y., Choi E.-S., Kim S.-W."
107,"Shankar S., Pillai M.R."
108,"Zhao Y., Yang J., Qin B., Li Y., Sun Y., Su S., Xian M."
109,"Whitaker W.R., Dueber J.E."
110,Lecellier C.-H.
111,"Donath II M.J., Dominguez M.A., Withers III S.T."
112,"Meng H., Wang Y., Hua Q., Zhang S., Wang X."
113,"Xue J., Ahring B.K."
114,"Redding-Johanson A.M., Batth T.S., Chan R., Krupa R., Szmidt H.L., Adams P.D., Keasling J.D., Soon Lee T., Mukhopadhyay A., Petzold C.J."
115,"Yu F., Okamoto S., Harada H., Yamasaki K., Misawa N., Utsumi R."
116,"Wijte D., Van Baar B.L.M., Heck A.J.R., Altelaar A.F.M."
117,"Tepper N., Shlomi T."
118,"Kong J., Zhi X., Wang W., Cheng K., Zhu P."
119,"Tang S.-Y., Cirino P.C."
120,"Zhang L.Y., Chang S.H., Wang J."
121,Benenson Y.
122,"Vignesh S., Raja A., Arthur James R."
123,"Zhang H., Boghigian B.A., Armando J., Pfeifer B.A."
124,.
125,"Jiang L., Liu H., Wang J., Tan F., Zhao K., Wu X., Zhu H., Tang K., Tang X."
126,Keasling J.D.
127,"McArthur IV G.H., Fong S.S."
128,"Young E., Alper H."
129,"Wolyniak M.J., Alvarez C.J., Chandrasekaran V., Grana T.M., Holgado A., Jones C.J., Morris R.W., Pereira A.L., Stamm J., Washington T.M., Yang Y."
130,"Li Y., Wu Y.-L."
131,P.J.
132,"Fischbach M., Voigt C.A."
133,Weber T.
134,"Douglas T., Savulescu J."
135,"Zhang H., Jiang T."
136,"Martin D.M., Aubourg S., Schouwey M.B., Daviet L., Schalk M., Toub O., Lund S.T., Bohlmann J."
137,"Wang C., Yoon S.-H., Shah A.A., Chung Y.-R., Kim J.-Y., Choi E.-S., Keasling J.D., Kim S.-W."
138,"Adrio J.-L., Demain A.L."
139,p. 986-994; Demain
140,"Jiang T., Li L., Ma C., Xu P."
141,"Ajikumar P.K., Xiao W.-H., Tyo K.E.J., Wang Y., Simeon F., Leonard E., Mucha O., Phon T.H., Pfeifer B., Stephanopoulos G."
142,"Atsumi S., Connor M.R."
143,"Kirby J., Nishimoto M., Park J.G., Withers S.T., Nowroozi F., Behrendt D., Rutledge E.J.G., Fortman J.L., Johnson H.E., Anderson J.V., Keasling J.D."
144,"Leonard E., Ajikumar P.K., Thayer K., Xiao W.-H., Mo J.D., Tidor B., Stephanopoulos G., Prather K.L.J."
145,"Sun M., Li Y., Gao G.F."
146,"Ito J., Petzold C.J., Mukhopadhyay A., Heazlewood J.L."
147,etabolic engineering of Escherichia coli for 1-butanol and 1-propanol production via the keto-acid pathways. Metab (2008) Eng
148,"Li H., Cann A.F., Liao J.C."
149,"Dietrich J.A., McKee A.E., Keasling J.D."
150,"Forster-Fromme K., Jendrossek D."
151,"Prior J.E., Lynch M.D., Gill R.T."
152,"Yadav V.G., Stephanopoulos G."
153,"Neumann H., Neumann-Staubitz P."
154,"Daviet L., Schalk M."
155,"Moon T.S., Dueber J.E., Shiue E., Prather K.L.J."
156,"Warnecke T.E., Lynch M.D., Karimpour-Fard A., Lipscomb M.L., Handke P., Mills T., Ramey C.J., Hoang T., Gill R.T."
157,"Xu P., Koffas M.A.G."
158,Calvert J.
159,"Khalil A.S., Collins J.J."
160,"Connor M.R., Cann A.F., Liao J.C."
161,"Lopez-Gallego F., Schmidt-Dannert C."
162,"Radakovits R., Jinkerson R.E., Darzins A., Posewitz M.C."
163,.J.
164,"Clomburg J.M., Gonzalez R."
165,"Rodriguez-Moya M., Gonzalez R."
166,"Boghigian B.A., Seth G., Kiss R., Pfeifer B.A."
167,esch
168,"Morrone D., Lowry L., Determan M.K., Hershey D.M., Xu M., Peters R.J."
169,"Peralta-Yahya P.P., Keasling J.D."
170,"Ghim C.-M., Kim T., Mitchell R.J., Lee S.K."
171,"Jeya M., Moon H.-J., Lee J.-L., Kim I.-W., Lee J.-K."
172,"Dellomonaco C., Fava F., Gonzalez R."
173,"Holtz W.J., Keasling J.D."
174,"Kiel C., Yus E., Serrano L."
175,"Cann A.F., Liao J.C."
176,"Tepper N., Shlomi T."
177,"Liu S., Tian N., Li J., Huang J., Liu Z."
178,"Kong J.-Q., Huang Y., Shen J.-H., Wang W., Cheng K.-D., Zhu P."
179,"Wang J., Qi Q."
180,"Tang W.L., Zhao H."
181,"Kong J.-Q., Shen J.-H., Huang Y., Wang W., Cheng K.-D., Zhu P."
182,"Gong J., Zheng H., Wu Z., Chen T., Zhao X."
183,Cakar Z.P.
184,"Zahiri H.S., Noghabi K.A., Samoodi M., Yeganeh N.O., Rad S.A., Safari A., Hoseini F., Hajhosseini R."
185,"Kim J.H., Kim S.-W., Nguyen D.Q.A., Li H., Kim S.B., Seo Y.-G., Yang J.-K., Chung I.-Y., Kim D.H., Kim C.-J."
186,"Harada H., Misawa N."
187,"Swaminathan S., Morrone D., Wang Q., Bruce Fulton D., Peters R.J."
188,"Bedau M.A., Parke E.C., Tangen U., Hantsche-Tangen B."
189,"Rabinow P., Bennett G."
190,Marner II W.D.
191,"Weber W., Fussenegger M."
192,"Johnson E.T., Holtzapple E., Schmidt-Dannert C."
193,"Muntendam R., Melillo E., Ryden A., Kayser O."
194,r
195,"Joseph A.C., Zachary L.F., Mattheos A.G.K., Effendi L."
196, Hix
197,Reetz M.T.
198,French C.E.
199,"Boyle P.M., Silver P.A."
200,"Tyo K.E.J., Ajikumar P.K., Stephanopoulos G."
201,"Liu W.-H., Yao B., Zhu S.-Q., Liao Z.-H."
202,"Dueber J.E., Wu G.C., Malmirchegini G.R., Moon T.S., Petzold C.J., Ullal A.V., Prather K.L.J., Keasling J.D."
203,"Wu W., Lu J.-J., Xu Y.-W., Zheng Y.-L."
204,"Tian J., Ma K., Saaem I."
205,"Carrera J., Rodrigo G., Jaramillo A."
206,"Li M.H.T., Ung P.M.U., Zajkowski J., Garneau-Tsodikova S., Sherman D.H."
207,"Connor M.R., Liao J.C."
208,"Landrain T.E., Carrera J., Kirov B., Rodrigo G., Jaramillo A."
209,"Purnick P.E.M., Weiss R."
210,"Kirby J., Keasling J.D."
211,"Lai D., Lluncor B., Schroder I., Gunsalus R.P., Liao J.C., Monbouquette H.G."
212,"Dietrich J.A., Yoshikuni Y., Fisher K.J., Woolard F.X., Ockey D., McPhee D.J., Renninger N.S., Chang M.C.Y., Baker D., Keasling J.D."
213,"Martin C.H., Nielsen D.R., Solomon K.V., Prather K.L.J."
214,"Weber W., Fussenegger M."
215,"Yoon S.-H., Lee S.-H., Das A., Ryu H.-K., Jang H.-J., Kim J.-Y., Oh D.-K., Keasling J.D., Kim S.-W."
216,"Koide T., Lee Pang W., Baliga N.S."
217,"Zhang L., Jing F., Li F., Li M., Wang Y., Wang G., Sun X., Tang K."
218,"Jiang-Qiang K., Wei W., Li-Na W., Xiao-Dong Z., Ke-Di C., Ping Z."
219,"Tsuruta H., Paddon C.J., Eng D., Lenihan J.R., Horning T., Anthony L.C., Regentin R., Keasling J.D., Renninger N.S., Newman J.D."
220,"Moon T.S., Yoon S.-H., Lanza A.M., Roy-Mayhew J.D., Jones Prather K.L."
221,"Wong W.W., Tran L.M., Liao J.C."
222,"Lee S.Y., Kim H.U., Park J.H., Park J.M., Kim T.Y."
223,"Anthony J.R., Anthony L.C., Nowroozi F., Kwon G., Newman J.D., Keasling J.D."
224,"Wang Y., Liu Z., Zhao A., Su M., Xie G., Jia W."
225,"Harada H., Yu F., Okamoto S., Kuzuyama T., Utsumi R., Misawa N."
226,"Michalodimitrakis K., Isalan M."
227,"Khan M.Y., Aliabbas S., Kumar V., Rajkumar S."
228,5/s-2003-818015; Kung
229,"Brisibe E.A., Uyoh E.A., Brisibe F., Magalhaes P.M., Ferreira J.F.S."
230,"Maury J., Asadollahi M.A., Moller K., Schalk M., Clark A., Formenti L.R., Nielsen J."
231,"Steen E.J., Chan R., Prasad N., Myers S., Petzold C.J., Redding A., Ouellet M., Keasling J.D."
232,"Chemler J.A., Koffas M.A."
233,"Leonard E., Nielsen D., Solomon K., Prather K.J."
234,Covello P.S.
235,"Zhou H., Xie X., Tang Y."
236,"Lucks J.B., Qi L., Whitaker W.R., Arkin A.P."
237,Ud-Dean S.M.M.
238,"Chandran D., Copeland W.B., Sleight S.C., Sauro H.M."
239,"Lee S.K., Chou H., Ham T.S., Lee T.S., Keasling J.D."
240,"Johnson E.T., Schmidt-Dannert C."
241,"Carrau F.M., Boido E., Dellacassa E."
242,systems biology: The medium is the message (2005) Nature Reviews in Microbiology
243,"Ro D.-K., Ouellet M., Paradise E.M., Burd H., Eng D., Paddon C.J., Newman J.D., Keasling J.D."
244,"Vallon T., Ghanegaonkar S., Vielhauer O., Muller A., Albermann C., Sprenger G., Reuss M., Lemuth K."
245,"Arsenault P.R., Wobbe K.K., Weathers P.J."
246,"Rodrigo G., Carrera J., Prather K.J., Jaramillo A."
247,"Atsumi S., Cann A.F., Connor M.R., Shen C.R., Smith K.M., Brynildsen M.P., Chou K.J.Y., Hanai T., Liao J.C."
248,"Albermann C., Ghanegaonkar S., Lemuth K., Vallon T., Reuss M., Armbruster W., Sprenger G.A."
249,"McCoy E., O'Connor S.E."
250,"Julsing M.K., Fichera M.A., Malz F., Ebbelaar M., Bos R., Woerdenbag H.J., Quax W.J., Kayser O."
251,"Lubertozzi D., Keasling J.D."
252,"Prather K.L.J., Martin C.H."
253,Keasling J.
254,"Connor M.R., Liao J.C."
255,"Agger S.A., Lopez-Gallego F., Hoye T.R., Schmidt-Dannert C."
256,"Wase N.V., Wright P.C."
257,y - putting engineering into biology (2006) Bioinformatics
258,"Mosconi F., Julou T., Desprat N., Sinha D.K., Allemand J.-F., Croquette V., Bensimon D."
259,"Kirby J., Keasling J.D."
260,"Weber W., Schoenmakers R., Keller B., Gitzinger M., Grau T., Baba M.D.-E., Sander P., Fussenegger M."
261,"Fortman J.L., Chhabra S., Mukhopadhyay A., Chou H., Lee T.S., Steen E., Keasling J.D."
262,"Yoshikuni Y., Dietrich J.A., Nowroozi F.F., Babbitt P.C., Keasling J.D."
263,Chappell J.
264,"Kong J.-Q., Wang W., Zhu P."
265,"Rodriguez-Villalon A., Perez-Gil J., Rodriguez-Concepcion M."
266,"Zhang W., Tang Y."
267,"Kizer L., Pitera D.J., Pfleger B.F., Keasling J.D."
268,"Bohlmann J., Keeling C.I."
269,"Yu F., Okamto S., Nakasone K., Adachi K., Matsuda S., Harada H., Misawa N., Utsumi R."
270,"Kim T.Y., Sohn S.B., Kim H.U., Lee S.Y."
271,"Wu S., Chappell J."
272,Legocki A.B.
273,"Kirby J., Romanini D.W., Paradise E.M., Keasling J.D."
274,"Zeng Q., Qiu F., Yuan L."
275,"Fischbach M.A., Walsh C.T., Clardy J."
276,"Yu F., Harada H., Yamasaki K., Okamoto S., Hirase S., Tanaka Y., Misawa N., Utsumi R."
277,"Dasika M.S., Maranas C.D."
278,"Keasling J.D., Chou H."
279,"Smith D.J., Patrauchan M.A., Florizone C., Eltis L.D., Mohn W.W."
280,"Zhang H., Wang Y., Pfeifer B.A."
281,"Ajikumar P.K., Tyo K., Carlsen S., Mucha O., Phon T.H., Stephanopoulos G."
282,red isoprenoid pathway enhances astaxanthin production in Escherichia coli (1999) Biotechnol. Bioeng
283,"Yin L., Zhao C., Huang Y., Yang R., Zeng Q."
284,"Asadollahi M.A., Maury J., Moller K., Nielsen K.F., Schalk M., Clark A., Nielsen J."
285,"Akhtar M.K., Jones P.R."
286,Keasling J.D.
287,"O'Malley M.A., Powell A., Davies J.F., Calvert J."
288,Serrano L.
289,"Seydou M., Gillet J.C., Li X., Wang H., Posner G.H., Gregoire G., Schermann J.P., Bowen K.H., Desfrancois C."
290,Brownlee C.
291,"Kong J.-Q., Cheng K.-D., Wang L.-N., Zheng X.-D., Dai J.-G., Zhu P., Wang W."
292,"Han J.-L., Li Z.-Q., Liu B.-Y., Wang H., Li G.-F., Ye H.-C."
293,Maria G.
294,"Hanai T., Atsumi S., Liao J.C."
295,"Jansen F.H., Soomro S.A."
296,"Sayut D.J., Kambam P.K.R., Sun L."
297,"Kong J.-Q., Wang W., Zheng X.-D., Zhu P., Cheng K.-D."
298,"Leonard E., Koffas M.A.G."
299,"Das A., Yoon S.-H., Lee S.-H., Kim J.-Y., Oh D.-K., Kim S.-W."
300,"Weber W., Kramer B.P., Fussenegger M."
301,"Cluis C.P., Burja A.M., Martin V.J.J."
302,"Withers S.T., Gottlieb S.S., Lieu B., Newman J.D., Keasling J.D."
303,"de Caralt S., Uriz M.J., Wijffels R.H."
304,"Ververidis F., Trantas E., Douglas C., Vollmer G., Kretzschmar G., Panopoulos N."
305,"Brown G.D., Sy L.-K."
306,"Klein-Marcuschamer D., Ajikumar P.K., Stephanopoulos G."
307,"Suthers P.F., Burgard A.P., Dasika M.S., Nowroozi F., Van Dien S., Keasling J.D., Maranas C.D."
308,"Liu S.-Q., Tian N., Li J., Liu Z.-H., Huang J.-A."
309,"Barleben L., Panjikar S., Ruppert M., Koepke J., Stockigta J."
310,"Marguet P., Balagadde F., Tan C., You L."
311,Hunter W.N.
312,"Julsing M.K., Rijpkema M., Woerdenbag H.J., Quax W.J., Kayser O."
313,"Bernstein J.R., Bulter T., Shen C.R., Liao J.C."
314,"Qian Z., Gong K., Zhang L., Lv J., Jing F., Wang Y., Guan S., Wang G., Tang K."
315,"Cyr A., Wilderman P.R., Determan M., Peters R.J."
316,"Chang M.C.Y., Eachus R.A., Trieu W., Ro D.-K., Keasling J.D."
317,"Takahashi S., Yeo Y., Greenhagen B.T., McMullin T., Song L., Maurina-Brunker J., Rosson R., Noel J.P., Chappell J."
318,"Xu M., Wilderman P.R., Peters R.J."
319,"Oswald M., Fischer M., Dirninger N., Karst F."
320,"Yoon S.-H., Park H.-M., Kim J.-E., Lee S.-H., Choi M.-S., Kim J.-Y., Oh D.-K., Keasling J.D., Kim S.-W."
321,"Yoshikuni Y., Keasling J.D."
322,"Kong D.S., Carr P.A., Chen L., Zhang S., Jacobson J.M."
323,Efferth T.
324,"Shiba Y., Paradise E.M., Kirby J., Ro D.-K., Keasling J.D."
325,"Rai A., Boyle J."
326,"Lee J.Y., Janes B.K., Passalacqua K.D., Pfleger B.F., Bergman N.H., Liu H., Hakansson K., Somu R.V., Aldrich C.C., Cendrowski S., Hanna P.C., Sherman D.H."
327,"Tyo K.E., Alper H.S., Stephanopoulos G.N."
328,"Pitera D.J., Paddon C.J., Newman J.D., Keasling J.D."
329,"Weber W., Stelling J., Rimann M., Keller B., Daoud-El Baba M., Weber C.C., Aubel D., Fussenegger M."
330,"Ingram C.U., Bommer M., Smith M.E.B., Dalby P.A., Ward J.M., Hailes H.C., Lye G.J."
331,"Yoon S.-H., Kim J.-E., Lee S.-H., Park H.-M., Choi M.-S., Kim J.-Y., Lee S.-H., Shin Y.-C., Keasling J.D., Kim S.-W."
332,"Drubin D.A., Way J.C., Silver P.A."
333,"Pfleger B.F., Pitera D.J., Newman J.D., Martin V.J.J., Keasling J.D."
334,"Withers S.T., Keasling J.D."
335,"Pfleger B.F., Pitera D.J., Smolke C.D., Keasling J.D."
336,"Chang M.C.Y., Keasling J.D."
337,"Julsing M.K., Koulman A., Woerdenbag H.J., Quax W.J., Kayser O."
338,"Heinemann M., Panke S."
339,"Newman J.D., Marshall J., Chang M., Nowroozi F., Paradise E., Pitera D., Newman K.L., Keasling J.D."
340,"Wu S., Schalk M., Clark A., Miles R.B., Coates R., Chappell J."
341,"Fischbach M.A., Walsh C.T."
342,"Deguerry F., Pastore L., Wu S., Clark A., Chappell J., Schalk M."
343,"Alper H., Miyaoku K., Stephanopoulos G."
344,Voigt C.A.
345,"Zahiri H.S., Yoon S.H., Keasling Jay.D., Lee S.H., Won Kim S., Yoon S.C., Shin Y.C."
346,Feofilova E.P.
347,"Yoon S.-H., Lee Y.-M., Kim J.-E., Lee S.-H., Lee J.-H., Kim J.-Y., Jung K.-H., Shin Y.-C., Keasling J.D., Kim S.-W."
348,"Pfleger B.F., Pitera D.J., Smolke C.D., Keasling J.D."
349,"Liu C., Zhao Y., Wang Y."
350,"Weathers P.J., Elkholy S., Wobbe K.K."
351,"Mau C.J.D., Croteau R."
352,"Andrianantoandro E., Basu S., Karig D.K., Weiss R."
353,"Isaacs F.J., Dwyer D.J., Collins J.J."
354,"Zhang S., Ye B.-C., Chu J., Zhuang Y., Guo M."
355,"Yoshikuni Y., Ferrin T.E., Keasling J.D."
356,"Ro D.-K., Paradise E.M., Quellet M., Fisher K.J., Newman K.L., Ndungu J.M., Ho K.A., Eachus R.A., Ham T.S., Kirby J., Chang M.C.Y., Withers S.T., Shiba Y., Sarpong R., Keasling J.D."
357,"Lindahl A.-L., Olsson M.E., Mercke P., Tollbom O., Schelin J., Brodelius M., Brodelius P.E."
358,Efferth T.
359,"Dunlap W.C., Jaspars M., Hranueli D., Battershill C.N., Peric-Concha N., Zucko J., Wright S.H., Long P.F."
360,Haynes R.K.
361,
362,"Loncaric C., Merriweather E., Walker K.D."
363,"Salvador A., Savageau M.A."
364,"Kim B.J., Sasaki T."
365,"Anderson J.C., Clarke E.J., Arkin A.P., Voigt C.A."
366,"Pharkya P., Maranas C.D."
367,"Yoshikuni Y., Martin V.J.J., Ferrin T.E., Keasling J.D."
368,"Liao Z.-H., Chen M., Gong Y.-F., Miao Z.-Q., Sun X.-F., Tang K.-T."
369,Kumar S.
370,Endy D.
371,"Sprinzak D., Elowitz M.B."
372,"Sismour A.M., Benner S.A."
373,"Kumar S., Srivastava S."
374,"Lai H., Sasaki T., Singh N.P."
375,"Wang W., Kong J.-Q., Meng C., Zhu P., Cheng K.-D."
376,"Jewett M.C., Oliveira A.P., Patil K.R., Nielsen J."
377,"Warnecke T., Gill R.T."
378,"Ferreira J.F.S., Laughlin J.C., Delabays N., De Magalhaes P.M."
379,"McDaniel R., Weiss R."
380,"Maury J., Asadollahi M.A., Moller K., Clark A., Nielsen J."
381,"Yan Y., Chemler J., Huang L., Martens S., Koffas M.A.G."
382,"Benner S.A., Sismour A.M."
383,"Watts K.T., Mijts B.N., Schmidt-Dannert C."
384,"Vemuri G.N., Aristidou A.A."
385,.
386,"Picaud S., Olofsson L., Brodelius M., Brodelius P.E."
387,"Gopfert J.C., Heil N., Conrad J., Spring O."
388,"Muller M., Wolberg M., Schubert T., Hummel W."
389,"Bertea C.M., Freije J.R., Van Der Woude H., Verstappen F.W.A., Perk L., Marquez V., De Kraker J.-W., Posthumus M.A., Jansen B.J.M., De Groot Ae., Franssen M.C.R., Bouwmeester H.J."
390,Shanks J.V.
391,Ball P.
392,"Clardy J., Walsh C."
393,"Yan Y., Leonard J.E., Chemler J., Koffas M."
394,"Yan Y., Leonard J.E., Chemler J., Koffas M."
395,"Tabata K., Hashimoto S.-I."
396,Ball P.
397,Fraga B.M.
398,chemistry
399,"Stephanopoulos G., Alper H., Moxley J."
400,"Manzano D., Fernandez-Busquets X., Schaller H., Gonzalez V., Boronat A., Arro M., Ferrer A."
401,"Lucker J., Bowen P., Bohlmann J."
402,"Bhadury P., Wright P.C."
403,Chang
404,"Reiling K.K., Yoshikuni Y., Martin V.J.J., Newman J., Bohlmann J., Keasling J.D."
