ID,Authors
48,"Galdzicki M., Rodriguez C., Chandran D., Sauro H.M., Gennari J.H."
49,"Jeong J., Verheyden J.M., Kimble J."
50,"Bagh S., Mandal M., Ang J., McMillen D.R."
51,"Kim H.J., Du W., Ismagilov R.F."
52,"Farinaccio A., Vanneschi L., Provero P., Mauri G., Giacobini M."
53,"Ang J., Ingalls B., McMillen D."
54,"Feng H., Wang J."
55,"OShaughnessy E.C., Palani S., Collins J.J., Sarkar C.A."
56,"Dari A., Kia B., Bulsara A.R., Ditto W."
57,"Liang J., Luo Y., Zhao H."
58,"Pan W., Wang Z., Hu J., Gao H."
59,"Kim K.H., Sauro H.M."
60,"Wolyniak M.J., Alvarez C.J., Chandrasekaran V., Grana T.M., Holgado A., Jones C.J., Morris R.W., Pereira A.L., Stamm J., Washington T.M., Yang Y."
61,"Chen B.-S., Wu C.-H."
62,"Pan W., Wang Z., Gao H., Li Y., Du M."
63,"Bagh S., McMillen D.R."
64,"Shu W., Liu M., Chen H., Bo X., Wang S."
65,"Mather W.H., Cookson N.A., Hasty J., Tsimring L.S., Williams R.J."
66,"Ying B.-W., Ito Y., Shimizu Y., Yomo T."
67,"Pan W., Wang Z., Gao H., Li Y., Du M."
68,"Hu B., Du J., Zou R.-Y., Yuan Y.-J."
69,"Callura J.M., Dwyer D.J., Isaacs F.J., Cantor C.R., Collins J.J."
70,"Giacomantonio C.E., Goodhill G.J."
71,"Chen B.-S., Chen P.-W."
72,"Tuoc T.C., Stoykova A."
73,"Bagh S., Mandal M., McMillen D.R."
74,"Greber D., Fussenegger M."
75,Hasan S.M.R.
76,"Levnajic Z., Tadic B."
77,"Li F., Sun J."
78,Zou Y.M.
79,"Ghim C.-M., Lee S.K., Takayama S., Mitchell R.J."
80,"Buse O., Perez R., Kuznetsov A."
81,"Kirkilionis M., Sbano L."
82,"Nguyen N.-P., Myers C., Kuwahara H., Winstead C., Keener J."
83,"Chen B.-S., Li C.-W."
84,"Retterer S.T., Siuti P., Choi C.-K., Thomas D.K., Doktycz M.J."
85,"Martineau R.L., Stout V., Towe B.C."
86,"Larcher R., Priami C., Romanel A."
87,"Fernandez-Lopez R., Del Campo I., Ruiz R., Lanza V., Vielva L., De La Cruz F."
88,"Tigges M., Denervaud N., Greber D., Stelling J., Fussenegger M."
89,Kirkilionis M.
90,"Danino T., Mondragon-Palomino O., Tsimring L., Hasty J."
91,"Pan W., Zhang Z., Liu H."
92,"El-Samad H., Khammash M."
93,"Klumpp S., Zhang Z., Hwa T."
94,"Cookson N.A., Tsimring L.S., Hasty J."
95,"Cookson N.A., Cookson S.W., Tsimring L.S., Hasty J."
96,"Avlund M., Dodd I.B., Sneppen K., Krishna S."
97,"Ramalingam K.I., Tomshine J.R., Maynard J.A., Kaznessis Y.N."
98,"Poh C.L., Cui L.C., Kitney R.I."
99,Kurata H.
100,"Chen B.-S., Chen P.-W."
101,"Zhang Y., Li P."
102,Khammash M.
103,"Chen P.C.Y., Weng Y."
104,"Schwille P., Diez S."
105, M.A.
106,"Wu W., Kaminski N."
107,"Wagemakers A., Buldu J.M., Sanjuan M.A.F., De Luis O., Izquierdo A., Coloma A."
108,"Yang D., Li Y., Kuznetsov A."
109,"Khoury G.A., Fazelinia H., Chin J.W., Pantazes R.J., Cirino P.C., Maranas C.D."
110,"Konry T., Walt D.R."
111,"Sun H.-H., Zhu C., Wu Ye., Guo J.-F."
112,"Bennett M.R., Hasty J."
113,"Dawid A., Cayrol B., Isambert H."
114,"Matsuoka Y., Ghosh S., Kitano H."
115,"Gulati S., Rouilly V., Niu X., Chappell J., Kitney R.I., Edel J.B., Freemont P.S., DeMello A.J."
116,"Agapakis C.M., Silver P.A."
117,"Chen B.-S., Chang C.-H., Lee H.-C."
118,"Chen B.-S., Wu C.-H."
119,"Carvunis A.-R., Gomez E., Thierry-Mieg N., Trilling L., Vidal M."
120,"Angermayr S.A., Hellingwerf K.J., Lindblad P., Teixeira de Mattos M.J."
121,"Hellingwerf K.J., Teixeira de Mattos M.J."
122,"An W., Chin J.W."
123,"Harris L.A., Piccirilli A.M., Majusiak E.R., Clancy P."
124,"Bennett M.R., Hasty J."
125,"Ellis T., Wang X., Collins J.J."
126,"Wu C.H., Le D., Mulchandani A., Chen W."
127,"Widder S., Macia J., Sole R."
128,"Cantone I., Marucci L., Iorio F., Ricci M.A., Belcastro V., Bansal M., Santini S., di Bernardo M., di Bernardo D., Cosma M.P."
129,Jones R.
130,"Zhang J., Yuan Z., Zhou T."
131,Pryciak P.M.
132,"Lu T.K., Collins J.J."
133,"Luo R., Wei H., Ye L., Wang K., Chen F., Luo L., Liu L., Li Y., Crabbe M.J.C., Jin L., Li Y., Zhong Y."
134,"Tigges M., Marquez-Lago T.T., Stelling J., Fussenegger M."
135,"Michalodimitrakis K., Isalan M."
136,"Otero-Muras I., Szederkenyi G., Hangos K.M., Alonso A.A."
137,"Bleris L., Rinaudo K., Maddamsetti R., Subramanian S., Weiss R., Benenson Y."
138,Hasan S.M.R.
139,Hasan S.M.R.
140,"Stricker J., Cookson S., Bennett M.R., Mather W.H., Tsimring L.S., Hasty J."
141,"Chen B.-S., Chang Y.-T."
142,"Cheng Z., Liu F., Zhang X.-P., Wang W."
143,Ball P.
144,"Veening J.-W., Smits W.K., Kuipers O.P."
145,"Paliwal S., Wang C.J., Levchenko A."
146,"Chatterjee A., Kaznessis Y.N., Hu W.-S."
147,"Hasan S.M.R., Ula N."
148,"Iafolla M.A.J., Dong G.Q., McMillen D.R."
149,"Iafolla M.A.J., Mazumder M., Sardana V., Velauthapillai T., Pannu K., McMillen D.R."
150,"Anesiadis N., Cluett W.R., Mahadevan R."
151,"Brenner K., You L., Arnold F.H."
152,"Marchisio M.A., Stelling J."
153,"Chen B.-S., Chen P.-W."
154,"Kherlopian A.R., Song T., Duan Q., Neimark M.A., Po M.J., Gohagan J.K., Laine A.F."
155,"Krishnan R., Purdy C.C."
156,"Wang R., Li C., Chen L., Aihara K."
157,"Weber W., Schoenmakers R., Keller B., Gitzinger M., Grau T., Baba M.D.-E., Sander P., Fussenegger M."
158,"Tuoc T.C., Stoykova A."
159,"Zhang W., Durocher D."
160,"May T., Eccleston L., Herrmann S., Hauser H., Goncalves J., Wirth D."
161,Hasan S.M.R.
162,"Balagadde F.K., Song H., Ozaki J., Collins C.H., Barnet M., Arnold F.H., Quake S.R., You L."
163,"Isalan M., Lemerle C., Michalodimitrakis K., Horn C., Beltrao P., Raineri E., Garriga-Canut M., Serrano L."
164,"Dwivedi A., Karan B.M., Das B.N., Sinha R.K."
165,"Jin Y., Lindsey M."
166,"Dasika M.S., Maranas C.D."
167,Srobar F.
168,"Bagh S., Mazumder M., Velauthapillai T., Sardana V., Dong G.Q., Movva A.B., Lim L.H., McMillen D.R."
169,"Wang W.-D., Chen Z.-T., Kang B.-G., Li R."
170,"Dong G.Q., McMillen D.R."
171,"Andrecut M., Cloud D., Kauffman S.A."
172,"Chen B.-S., Chang Y.-T., Wang Y.-C."
173,"Chen B.-S., Wu W.-S."
174,Han J.-D.J.
175,"Vinod P.K., Venkatesh K.V."
176,"Wong J.V., Song H., You L."
177,"Bronson J.E., Mazur W.W., Cornish V.W."
178,"Gersbach C.A., Phillips J.E., Garcia A.J."
179,
180,"Xue H., Xian B., Dong D., Xia K., Zhu S., Zhang Z., Hou L., Zhang Q., Zhang Y., Han J.-D.J."
181,"Iglesias P.A., Khammash M., Munsky B., Sontag E.D., Del Vecchio D."
182,"Blenkiron M., Arvind D.K., Davies J.A."
183,"Rodrigo G., Jaramillo A."
184,"Otero-Muras I., Alonso A.A., Banga J.R."
185,"Madni A.M., Andrecut M."
186,"Cox III R.S., Surette M.G., Elowitz M.B."
187,"Sriram K., Bernot G., Kepes F."
188,"Pronk T.E., Pimentel A.D., Roos M., Breit T.M."
189,"Nandi A., Santhosh G., Singh R.K.B., Ramaswamy R."
190,"Ullner E., Zaikin A., Volkov E.I., Garcia-Ojalvo J."
191,"Buldu J.M., Garcia-Ojalvo J., Wagemakers A., Sanjuan M.A.F."
192,"Danos V., Tarissan F."
193,"Chen P.C.Y., Chen J.W."
194,"Andrecut M., Kauffman S.A."
195,"Bansal M., di Bernardo D."
196,"Chen B.S., Wu W.S."
197,"Koseska A., Volkov E., Zaikin A., Kurths J."
198,"Marguet P., Balagadde F., Tan C., You L."
199,"Grilly C., Stricker J., Pang W.L., Bennett M.R., Hasty J."
200,"Pronk T.E., Polstra S., Pimentel A.D., Breit T.M."
201,"Murphy K.F., Balazsi G., Collins J.J."
202,"Andrecut M., Kauffman S.A."
203,"Doktycz M.J., Simpson M.L."
204,"Greber D., Fussenegger M."
205,"Young D.D., Deiters A."
206,"Haseltine E.L., Arnold F.H."
207,"Lu T.K., Collins J.J."
208,"Rinaudo K., Bleris L., Maddamsetti R., Subramanian S., Weiss R., Benenson Y."
209,"Gianneschi N.C., Ghadiri M.R."
210,"Chen B.-S., Wu W.-S., Wang Y.-C., Li W.-H."
211,"Rodrigo G., Carrera J., Jaramillo A."
212,"Chen B.-S., Li C.-W."
213,"Scott M., Hwa T., Ingalls B."
214,"Erban R., Frewen T.A., Wang X., Elston T.C., Coifman R., Nadler B., Kevrekidis I.G."
215,"Allen M.S., Wilgus J.R., Chewning C.S., Sayler G.S., Simpson M.L."
216,"Zhang Q., Andersen M.E."
217,"Zhou T., Zhang J., Yuan Z., Xu A."
218,"Iadevaia S., Mantzaris N.V."
219,"Weber W., Stelling J., Rimann M., Keller B., Daoud-El Baba M., Weber C.C., Aubel D., Fussenegger M."
220,"Thai M.T., Cai Z., Du D.Z."
221,"Manuel M., Georgala P.A., Carr C.B., Chanas S., Kleinjan D.A., Martynoga B., Mason J.O., Molinek M., Pinson J., Pratt T., Quinn J.C., Simpson T.I., Tyas D.A., van Heyningen V., West J.D., Price D.J."
222,"Drubin D.A., Way J.C., Silver P.A."
223,"Kay E.R., Leigh D.A., Zerbetto F."
224,et. Chem
225,"Chickarmane V., Kholodenko B.N., Sauro H.M."
226,"Villeneuve D.L., Larkin P., Knoebl I., Miracle A.L., Kahl M.D., Jensen K.M., Makynen E.A., Durhan E.J., Carter B.J., Denslow N.D., Ankley G.T."
227,"Kashiwagi A., Urabe I., Kaneko K., Yomo T."
228,"Heinemann M., Panke S."
229,Chen P.C.Y.
230,"Pratt S.C., Sumpter D.J.T."
231,"Di Ventura B., Lemerle C., Michalodimitrakis K., Serrano L."
232,"Luo F., Zhong J., Yang Y., Scheuermann R.H., Zhou J."
233,"Chang Y.-H., Wang Y.-C., Chen B.-S."
234,Diller K.R.
235,"Spinelli L., Torricelli A., Ubezio P., Basse B."
236,"Villeneuve D.L., Murphy M.B., Kahl M.D., Jensen K.M., Butterworth B.C., Makynen E.A., Durhan E.J., Linnum A., Leino R.L., Curtis L.R., Giesy J.P., Ankley G.T."
237,"Lu T., Hasty J., Wolynes P.G."
238,"Tsimring L.S., Volfson D., Hasty J."
239,"Wong W.W., Liao J.C."
240,Ricard J.
241,"Saiz L., Vilar J.M.G."
242,Simpson M.L.
243,"Longo D., Hasty J."
244,"Isaacs F.J., Dwyer D.J., Collins J.J."
245,Chen J.R.
246,"Smits W.K., Kuipers O.P., Veening J.-W."
247,"Mayo A.E., Setty Y., Shavit S., Zaslaver A., Alon U."
248,Hunter P.J.
249,"Shinar G., Dekel E., Tlusty T., Alon U."
250,"Erban R., Kevrekidis I.G., Adalsteinsson D., Elston T.C."
251,"Guantes R., Poyatos J.F."
252,"Stephens S.M., Rung J."
253,Kell D.B.
254,logy (2001) Curr Opin Biotechnol
255,"Volfson D., Marciniak J., Blake W.J., Ostroff N., Tsimring L.S., Hasty J."
256,"Cao Y., Petzold L."
257,"Klamt S., Saez-Rodriguez J., Lindquist J.A., Simeoni L., Gilles E.D."
258,"Chen B.-S., Wang Y.-C."
259,Willeboordse F.H.
260,Kaznessis Y.N.
261,"Nagaraj S., Davies S.W."
262,"Hallinan J.S., Jackway P.T."
263,"Berryman M.J., Allison A., Wilkinson C.R., Abbott D."
264,"Glass L., Perkins T.J., Mason J., Siegelmann H.T., Edwards R."
265,El-Farra N.H.
266,"Chen P.C.Y., Chen J.W."
267,"Tabor J.J., Davidson E.A., Ellington A.D."
268,"O'Malley M.A., Dupre J."
269,"Sprinzak D., Elowitz M.B."
270,"Sismour A.M., Benner S.A."
271,Souchelnytskyi S.
272,"Lin L.-H., Lee H.-C., Li W.-H., Chen B.-S."
273,"Comet J.-P., Klaudel H., Liauzu S."
274,"Richard A., Comet J.-P., Bernot G."
275,"Danos V., Tarissan F."
276,"Richard A., Comet J.-P., Bernot G."
277,"Yokobayashi Y., Arnold F.H."
278,"Wang E., Purisima E."
279,"Cavelier G., Anastassiou D."
280,"Morishita Y., Kobayashi T.J., Aihara K."
281,"Kramer B.P., Fussenegger M."
282,"Dittmer W.U., Kempter S., Radler J.O., Simmel F.C."
283,"Benner S.A., Sismour A.M."
284,"Kuznetsov A., Kaern M., Kopell N."
285,"Moraru I.I., Loew L.M."
286,"Alves F., Dilao R."
287,"Weber W., Malphettes L., de Jesus M., Schoenmakers R., El-Baba M.D., Spielmann M., Keller B., Weber C.C., van de Wetering P., Aubel D., Wurm F.M., Fussenegger M."
288,"Pedraza J.H., Van Oudenaarden A."
289,"Isaacs F.J., Blake W.J., Collins J.J."
290,"Isalan M., Lemerle C., Serrano L."
291,Campbell A.M.
292,"Middendorf M., Ziv E., Wiggins C.H."
293,"Simmel F.C., Dittmer W.U."
294,"Salis H., Kaznessis Y."
295,"Rousseau F., Schymkowitz J."
296,"Isalan M., Santori M.I., Gonzalez C., Serrano L."
297,"Andersen M.E., Thomas R.S., Gaido K.W., Conolly R.B."
298,"Wang Z., Hou Z., Xin H."
299,Ball P.
300,"Yun Z., Keong K.C."
301,"Zhou Z.H., Davies S.W."
302,"Zheng Y., Kwoh C.K."
303,"Papin J.A., Reed J.L., Palsson B.O."
304,"Vega Y.M., Vazquez-Prada M., Pacheco A.F."
305,Keranen S.V.E.
306,Simpson M.L.
307,"Espinosa-Soto C., Padilla-Longoria P., Alvarez-Buylla E.R."
308,"Jiang T.-J., Xue Y.-H., Xu T."
309,Kitano H.
310,"Deckard A., Sauro H.M."
311,"Feng X.-J., Hooshangi S., Chen D., Li G., Weiss R., Rabitz H."
312,"Price N.D., Schellenberger J., Palsson B.O."
313,Stelling J.
314,"Danos V., Laneve C."
315,"Mao L., Resat H."
316,"Stelling J., Sauer U., Szallasi Z., Doyle III F.J., Doyle J."
317,"Ashkenasy G., Ghadiri M.R."
318,"Stelling J., Gilles E.D., Doyle III F.J."
319,"Kashtan N., Itzkovitz S., Milo R., Alon U."
320,"Sauro H.M., Kholodenko B.N."
321,"Kramer B.P., Fischer C., Fussenegger M."
322,"Bernot G., Comet J.-P., Richard A., Guespin J."
323,"Khammash M., El-Samad H."
324,"Garcia-Ojalvo J., Elowitz M.B., Strogatz S.H."
325,"Kramer B.P., Viretta A.U., Baba M.D.-E., Aubel D., Weber W., Fussenegger M."
326,"Isaacs F.J., Dwyer D.J., Ding C., Pervouchine D.D., Cantor C.R., Collins J.J."
327,"Morishita Y., Aihara K."
328,"Kobayashi H., Kaern M., Araki M., Chung K., Gardner T.S., Cantor C.R., Collins J.J."
329,"Beisel K.W., Shiraki T., Morris K.A., Pompeia C., Kachar B., Arakawa T., Bono H., Kawai J., Hayashizaki Y., Carninci P."
330,"Casal J.J., Fankhauser C., Coupland G., Blazquez M.A."
331,"Porrello A., Cardelli P., Spugnini E.P."
332,8; Ioannidis
333,"Cavelier G., Anastassiou D."
334,"Banerjee B., Balasubramanian S., Ananthakrishna G., Ramakrishnan T.V., Shivashankar G.V."
335,"Simpson M.L., Cox C.D., Peterson G.D., Sayler G.S."
336,"Shin J.-S., Pierce N.A."
337,"Basu S., Mehreja R., Thiberge S., Chen M.-T., Weiss R."
338,"You L., Cox III R.S., Weiss R., Arnold F.H."
339,"Peccoud J., Vander Velden K., Podlich D., Winkler C., Arthur L., Cooper M."
340,You L.
341,"Valente A.X.C.N., Sarkar A., Stone H.A."
342,"Andersen M.E., Dennison J.E."
343,"McAdams H.H., Srinivasan B., Arkin A.P."
344,Kitano H.
345,"Bulter T., Lee S.-G., Wong W.W., Fung E., Connor M.R., Liao J.C."
346,"Barabasi A.-L., Oltvai Z.N."
347,Palsson B.O.
348,"Dodd I.B., Shearwin K.E., Perkins A.J., Burr T., Hochschild A., Egan J.B."
349,"Xiong M., Li J., Fang X."
350,"Herrgard M.J., Covert M.W., Palsson B.O."
351,"Thomsen S., Till A., Wittlieb J., Beetz C., Khalturin K., Bosch T.C.G."
352,"Kelm J.M., Kramer B.P., Gonzalez-Nicolini V., Ley B., Fussenegger M."
353,Chen P.C.Y.
354,"Wall M.E., Hlavacek W.S., Savageau M.A."
355,"Crampin E.J., Halstead M., Hunter P., Nielsen P., Noble D., Smith N., Tawhai M."
356,Mariani S.M.
357,Monk N.A.M.
358,"Yeger-Lotem E., Margalit H."
359,"Wuchty S., Oltvai Z., Barabasi A.-L."
360,"Jouneau A., Renard J.-P."
361,"Dwyer M.A., Looger L.L., Hellinga H.W."
362,"Kiechle F.L., Holland-Staley C.A."
363,Levin M.D.
364,"Bota M., Dong H.-W., Swanson L.W."
365,"Smolen P., Byrne J.H."
366,"Looger L.L., Dwyer M.A., Smith J.J., Hellinga H.W."
367,"McKnight T.E., Melechko A.V., Griffin G.D., Guillorn M.A., Merkulov V.I., Serna F., Hensley D.K., Doktycz M.J., Lowndes D.H., Simpson M.L."
368,Rangel-Aldao R.
369,"Buchler N.E., Gerland U., Hwa T."
370,"Simpson M.L., Cox C.D., Sayler G.S."
371,"Wolf D.M., Arkin A.P."
372,Hasty J.
