date,author,title,text
2008,bilda  zafer  edmonds  ernest  candy  linda.,designing for creative engagement .,this paper addresses the problem of understanding creative engagement with interactive systems. a model of engagement is proposed which represents modalities and phases of interactive experiences. the model was derived from empirical studies of audience interaction with art systems. the aim is to provide a means of facilitating communication between participants in the interaction design process. the intention is to help improve collaboration between participants through examining  understanding and agreeing on the set of concepts and modalities on interactive experience. the ongoing research involves refining and developing the model into a more general-purpose instrument. (author abstract)
2006,bilda  zafer  gero  john s  purcell  terry.,to sketch or not to sketch? that is the question,in this paper we question whether sketching is essential for conceptual designing. in order to test this hypothesis  we conducted think-aloud experiments with expert architects. they were engaged in two separate design processes  where they were not allowed sketch and where they were allowed to sketch. the comparison of design activities in these two conditions was based on a protocol analysis. the results show that there is no significant difference between sketching and not sketching based on three assessments  design outcome  cognitive activity and idea links. this case study shows that sketching is not an essential activity for expert architects in the early phases of conceptual designing. (author abstract)
2007,bilda  zafer  gero  john s.,the impact of working memory limitations on the design process during conceptualization,this paper presents the cognitive activity differences of six expert architects when they design in blindfolded (bf) and sketching (sk) conditions. it was observed that all participants  overall cognitive activity and perceptual activity in the bf sessions dropped below their activity in the sk sessions  approximately after 20 min during the timeline of their design activity. this drop in performance can be explained by higher cognitive demands under bf conditions. in the absence of sketching  architects may experience an overload of visuo-spatial working memory (vswm). we also tested whether this may have an impact on the linking of their design ideas. we previously reported that the intensity and the information content (entropy) of the idea development were not influenced by vswm load. the reach of idea links was found to be smaller in the second half of the bf design sessions. working memory limitations had an impact only on the reach of idea links. we discuss whether these differences are dependent on working memory limitations or idea saturation during conceptual designing. (author abstract)
1992,billings  keith  akkach  samer.,a study of technologies and methods in contemporary architectural design teaching  part 1  ideology,the paper is the first part of a study of ideologies and methods in contemporary architectural design teaching. one of the key elements in successful design teaching the authors identify is the setting up of an appropriate environment for nourishing and developing the students  design skills.
1987,black  caroline d  baker  michael j.,success through design,refers to industrial design projects as a means of demonstrating the visual thinking processes used to define the physical form of objects. the author explains that these processes appear in the form of drawings and 3-dimensional models  and maintains that drawing  the most versatile modelling technique  reveals the combination of analytical and holistic techniqes employed by the designer.
1990,black  i.,back to the future with cad  its impact on product design and development,function sharing is the simultaneous implementation of several functions by a single structural element. this article describes how the idea of function sharing can be used in a computational design procedure that produces efficient designs from modular designs. these ideas have been implemented as a computer program for the domain of mechanical devices that can be described functionally as a network of lumped-parameter idealised elements.
1993,blandford  a.,applying the wom to wombat  evaluation of a tool to support learning about design evaluation,considers the issues involved in explicitly teaching students (particularly those in schools of engineering) about design evaluation. the requirements of a computer-based tool to support students learning about this subject are outlined  and a prototype system described. the results of a formative evaluation of this system are discussed  and the strengths and weaknesses of this approach compared to other possible approaches to the teaching of this subject.
1990,blandford  ann.,engineering design education  the potential offered by artificial intelligence techniques,changes in art and design education in keeping with general trends elsewhere in education  in particular the application of open learning methods  are bringing about a reappraisal of the design process itself. this paper describes a particular learning package (called calbuid) for design students which shows the extent to which traditional craft apprentice training methods can be systematized for open access and the effect of this on the breadth of the curriculum.
2012,blizzard  jacqualyn l  klotz  leidy e.,a framework for sustainable whole systems design,a whole systems approach  considering the interrelatedness of both problems and solutions  can help create more sustainable designs. still  designers often apply exclusively reductionist approaches to generate designs. one way to address this issue is to reduce ambiguity in the whole systems approach. this paper describes research to define and unify elements of whole systems design. elements were identified through a methodical review of sources describing theories  perspectives  and practices from multiple design disciplines. these elements were coded and then organized using concept mapping. the resulting framework has 20 elements categorized as processes  principles  and methods. this framework is meant to help enable more widespread application of whole systems design in practice.
1993,booij  nico  holthuijsen  leo h.,the use of sensitivity analysis for design problems,in designing engineering structures one should take into account explicitly the variability of design parameters and of natural forcing claim the authors. one method to analyse the effect of such variability is to carry out a systematic sensitivity analysis they suggest. this usually involves a large number of computations. their paper describes a computer based support system that helps the designer to carry out these computations and to interpret the results. the use of this system is illustrated with an application to the modification of a harbour.
2007,boztepe  suzan.,toward a framework of product development for global markets  a user-value-based approach,this paper discusses product development for global markets from the perspective of creating value for users in different cultural settings. based on an ethnographic study on the use of and the value assignment to kitchen appliances of 29 urban families in turkey and the united states  it investigates what constitutes value for users and how user value is shaped by local and cultural context. four major categories of user value are presented. these include utility value  social significance value  emotional value  and spiritual value. a conceptual framework is proposed to assist designers in global companies in (1) the evaluation of existing products in new local contexts  (2) the planning of local research  and (3) the process of decision-making regarding product localization and standardization. (author abstract)
1995,brown  f e.,an integrated approach to cad  modelling concepts in building design and construction,the article is concerned with the creation of generic information structure for the construction industry  one that unites data and processes. the authors adopt a multiple perspective approach  acknowledging explicitly the complexities of sharing design information amongst architects  engineers and contractors in building projects. rather than trying to find a lowest common denominator in a design representation  they argue the advantages of applying an object-oriented model to accommodate differing perspectives within a single  comprehensive computer-based description of a building. the challenge ahead is to implement this concept in software and trialing it in practice.
1987,brown  stephen.,pheasant  s.t. bodyspace  anthropometry  ergonomics and design. (london  taylor & francis  1986),an approach to creative designing with computers using the concept of  prototype modification .
1989,brown  stephen.,opening up design education,in order to establish the importance of visuo-spatial thinking in the design process  the author discusses the starting points and principles behind two design projects undertaken by students within the industrial design department of delft university of technology  delft  netherlands. the students were involved in the design of a hand-driven four-wheel go-cart and an expresso coffee machine. preliminary conclusions presented here suggest that the stimulation of visuo-spatial thinking and the analysis of viewpoints enhance the design process and the quality of the finished article.
1989,brown  stephen.,opening up design education,this paper discusses the starting points and principles behind two design projects undertaken by students in the industrial design department at delft university of technology. the students were included in the design of a hand-driven four wheel go-cart and an expresso coffee machine. preliminary conclusions drawn from the project were encouraging.
1993,bruce  margaret  docherty  catherine.,it s all in relationships  a comparative study of client-design consultant relationships,the authors consider the client-designer consultant relationship in the design process and suggest that the relationship is of strategic importance to both client and design consultant. a taxonomy of relationships in presented and key dimensions of the relationship are explored in practice. using the case method  the researchers have considered client-design relationships in the uk and scandinavia.
1990,bruce  margaret  lind  jenny.,women designers - is there a gender trap?,this paper is in three parts. in the first part i describe a communication-theory context for the visual designer and educator. i try to conceive of and position a number of major concerns  notably the literature one reads  the graduate schools one recommends to students  and lectures and projects that one develops for a classroom or studio. in a second part i report in a moderate level of detail on the genesis and development of four projects from the conceptual context proffered in part i. prospects are endorsed in a concluding section
1991,bruce  margaret.,a view from the interior  feminism  women and design. edited by judy attfield and pat kirkham. (london  women s press  1989),examines some of the wider issues and major influences within the general practice of design and asks how information technology can strengthen weak links within the corporate design process. on this basis a theoretical framework is developed which focuses attention on the need to assess information for strategic decision-making and effective design management.
1988,bucciarelli  louis l.,an ethnographic perspective on engineering design,a research paper from the massachusetts institute of technology  in which protocols of seven practised designers are analysed to elucidate the nature of design reasoning by empirical analysis. design reasoning was found to be similar to everyday reasoning  its rules being implicit  context dependent and open to critical adjustment. the author argues that such reasoning employs various types  such as references  building types and spatial forms  and that the rules governing such reasoning are derived from  and modified by  such types. these types combine in a spatial gestalt which is the background to the reasoning of designers.the authors argue that design theory in general and computer-aided design in particular rely on an oversimplified view of causation  understanding the structure of a design problem in simple cause-effect terms. while this enhances the computability of design  empirical studies prove that the conception is inadequate. functional dependencies in a design problem are often symmetrical  both the functional dependencies of a problem and its overall structure can be decomposed in a variety of ways  and the concepts of a design problem are often `fuzzy . these complexities are not reflected in the simple causal model.
1990,buchanen  richard.,myth and maturity  towards a new order in the decade of design,briefly examines the history of the management and organisation of the product development cycle. looks at some of the key factors that have affected product development  and how information technology through cad may have opened the door to a simultaneous product design process that has more in common with  older  craft-based methods than those developed in the recent industrial era.
1995,budgen  david.,â€˜design modelsâ€™ from software design methods,much of the difficulty underlying the development of large software-based systems arises from the complex and abstract nature of software itself  and nowhere is this more evident than in the problems encountered in seeking to establish systematic procedures for designing software. this paper first examines the properties of software and the design practices that are involved in its development  considering in particular how software design methods seek to systemize these. we introduce the use of what we have termed the d-matrix as a means of describing  software design models   and employ this to explore the forms of the models that are developed by following the procedures of a number of well-established software design methods. we conclude by reviewing these models and considering the factors that limit the practices that can be used in such methods  as well as the extent to which the more recently developed design methods can minimize their effects.
2011,burdick  anne  willis  holly.,digital learning  digital scholarship and design thinking.,this paper identifies opportunities for design thinking to be integrated into digital learning and digital scholarship initiatives. the paper traces how the rise of digital culture has led to the reconsideration of models for learning and the call for new modes of knowledge production  spearheaded by an array of fields from writing programs to computer science. drawing upon case studies from new media education and the digital humanities  the paper argues that design thinking that is situated  interpretive  and user-oriented is well suited to these initiatives. the paper concludes with a call for design thinking research to engage with emerging models for learning and knowledge production  work whose effects could be felt at an epistemic level for generations. (author abstract)
1990,byrne  kevin.,le corbusier s design for the carpenter center  a documentary analysis of design media in architecture,design education writes the author  is in a time of transition. the economic conditions forcing industry to produce more competitively and the fast paced developments of powerful computing resources are exerting pressure of both demand and supply on the design professions. the new design professionals will be expected to take greatly increased responsibility for the invention of both artifacts and institutions. the question is he asks  will design education rise to the challenge of preparing these professionals?
1990,byrne  kevin.,a â€˜semanticsâ€™ of visual design  the care and feeding of studio projects within a communication-theory context,the author defines the new discipline of design studies  its purpose  and how it relates to the practice of design and the making of products.
2007,cahill  caitlin.,including excluded perspectives in participatory action research,in this paper i argue that participatory action research offers the potential for challenging the normative production of knowledge by including excluded perspectives and engaging those most affected by the research in the process. i report on a participatory action research project  makes me mad  stereotypes of young urban womyn of color  that i developed with six young women from new york. in my discussion i address key principles of participatory action research (par) including the significance of building collective capacity and creating a community of researchers  the value of par as a research methodology  issues of audience  and the presentation of research findings (beyond the journal article) so they are  received . (author abstract)
2010,cai  hui  do  ellen yi-luen  zimring  craig m.,extended linkography and distance graph in design evaluation  an empirical study of the dual effects of inspiration sources in creative design.,all design is influenced by previous exposure to ideas in different formats and in different levels of abstraction. this paper introduces refined methods to represent and analyze the creativity and fixation effects of inspiration sources on designs. based on a critical review of existing design research methods  we develop an extension of linkography and a distance graph to investigate design patterns among designers of different expertise levels and exposure to different inspiration sources prior to design. in our explorative experiment  novices and experts were given five types of external stimuli - keyword  diagram  plan  sketch rendering  and precedent photo - as inspiration sources for the same design task. our extended linkography represents and measures the creativity and fixation propensities of different inspiration sources at the micro-level of design processes. (author abstract)
2008,candi  marina  saemundsson  rognvaldur j.,how different? comparing the use of design in service innovation in nordic and american new technology-based firms.,this paper explores differences in the use of design in service innovation in nordic and american new technology-based firms and is based on a systematic qualitative comparison of case data collected on eight service innovation projects in each of the locations. differences were expected due to these two locations  disparity in terms of agglomeration of technology-based firms and access to design resources. the results of the comparison indicate that there are more similarities than there are differences in how design is used in service innovation in these two locations. possible explanations are explored and implications suggested. (author abstract)
2007,candi  marina.,the role of design in the development of technology-based services,the goal of this paper is to examine the role of design in the development of technology-based services and reports on case research undertaken in new firms. design was found to be applied to a broad range of service aspects in the case firms  namely user interfaces  tangible artifacts  documents  usability  service processes  revenue models  communication processes  community building  customer experiences and marketing materials. the application of design in the case firms was found to be motivated in part by the desire to either counteract or exploit one or more of the distinguishing characteristics of services  which are intangibility  inseparability  heterogeneity and perishability. (author abstract)
2010,candi  marina.,the sound of silence  re-visiting silent design in the internet age.,the silent design concept  suggested by gorb and dumas in 1987 has been used for over 20 years to deal with the issue that design sometimes happens without designer participation and sometimes without even being referred to or recognized as design. in this article  silent design is re-visited in the context of innovation and against the backdrop of the internet. the findings are that silent design is still alive and kicking and more common in firms that rely on the internet for the delivery of their offerings than other firms. the findings also indicate that firms that use overt design (the opposite of silent design) tend to perform better than firms that use silent design in terms of attracting new customers. however  overt design comes at a cost  which this research suggests is reflected in less profitability in firms using overt design than in firms using silent design. (author abstract)
2006,cardella  monica e  atman  cynthia j  adams  robin s.,mapping between design activities and external representations for engineering student designers,many design researchers have attempted to characterize design through the different activities the designer exhibits  such as problem framing  solution generation  and evaluating alternative solutions. others have documented the way that sketching supports design. this study combines these approaches to understanding design by exploring the interplay between designers  representations and their design activities in a set of four case studies. we analyzed verbal protocols collected from two senior and two freshman engineering students. the four students exemplify the significant design activity findings from a previous study. in this paper  we present the results from the analysis of the four design protocols  focusing on the relationship between representation and design activity  and on differences between the freshmen and seniors in our sample in the way that they make and use design sketches. we discuss these findings with a focus on improving design education. (author abstract)
2012,carmel-gilfilen  candy  portillo  margaret.,where what s in common mediates disciplinary diversity in design students  a shared pathway of intellectual development.,the purpose of this study was to explore intellectual development using the perry scheme (1968). the authors present findings from a study involving 139 sophomore  junior  and senior architecture and interior design students who were empirically assessed on global and discipline-specific thought development using the measure of intellectual development and the measure of designing. supporting previous research  students were found in the positions of dualism and multiplicity with global thought development proving more advanced than design thinking. regardless of disciplinary focus  students approached design process  production  and assessment similarly as evidenced in the qualitative data. (author abstract)
2010,carmel-gilfilen  candy  portillo  margaret.,developmental trajectories in design thinking  an examination of criteria .,using perry s scheme of intellectual development  beginning and intermediate design students were assessed using the measure of intellectual development (mid) and the measure of designing (mod). findings empirically support perry positions and relate thought development to class standing and studio performance. dualistic thinkers employed fewer criteria and displayed a limited understanding of criteria compared to multiplistic thinkers. dualistic thinkers viewed criteria as either foreclosing the design process or prescribing a linear approach whereas multiplistic thinkers employed criteria integratively. overall  advanced thinking skills appear necessary to recognize multifaceted criteria in the design process. (author abstract)
2007,carroll  john m  rosson  mary beth.,participatory design in community informatics,participatory design the direct involvement of end-users and other stakeholders in design has become a standard design paradigm in informatics  that is  in developing information systems  applications  infrastructures  and associated work practices. community informatics  which addresses the impacts and utilisation of information technology to facilitate community life  is a challenging  but important domain for further developing participatory design. (author abstract)
2009,carvalho  lucila  dong  andy  maton  karl.,legitimating design  a sociology of knowledge account of the field.,this paper presents a sociology of knowledge approach to describe disciplines in the field of design. we show how the approach casts the nature of knowledge in design disciplines as based upon socially agreed criteria for what constitutes the realization of legitimate knowledge. interviews with designers and analyses of professional and pedagogic discourse about design are used to illustrate how the approach reveals the differences in what kind of design knowledge is valued  cultivated  and emphasised within a discipline. by placing a sociological lens on knowledge in design  we aim to suggest a language by which what counts as design knowledge can be explicitly expressed. a common  shared language to describe the differences opens a mechanism to discuss what can count as knowledge  rather than to retreat into corners and only agree to disagree that there are different knowledges in design. (author abstract)
2012,cash  philip  elias  edward  dekoninck  elies  culley  steve.,methodological insights from a rigorous small scale design experiment.,this paper discusses the methods used to conduct high quality small-scale design experiments. it aims to provide a demonstrator promoting the uptake of more rigorous methods in design research and based on this it aims to specify a body of further work for linking study types and contexts. a small-scale experiment was conducted using methods specifically developed to mitigate four core problem areas identified from review  context  system understanding  methods and controls. the techniques were then critiqued in detail and used to draw several insights for design researchers including the value of control techniques and triangulation of metrics. finally  the critique is used to specify further research aimed at linking design experimentation and design practice more effectively for design research. (author abstract)
1987,cathain  conall o.,expert systems and design,examines the proposition that design has its own distinctive logic.
2012,chai  kah-hin  xiao  xin.,understanding design research  a bibliometric analysis of design studies (1996-2010).,purpose  the purpose of this paper is to investigate the core themes of design research by analysing citations of papers in the journal design studies. it also aims to find out the evolution and future trends of design research. methodology  employing a bibliometrics and network analysis  the paper analyses citations and co-citations from design studies. instead of using the standard analysis method of aggregating author co-citations  this study conducts the analysis at the individual publication level. research limitations recommendations  due to the limitation of the scopus database  this study only managed to extract articles with full citations in design studies from 1996 to 2010. further studies could also include articles from 1979 to 1995 by either using some character recognition software or manually extracting them. findings  the study identifies the core themes centered on design process and design cognition. in addition  it also reveals that the research method protocol analysis has become more popular in recent years among researchers. originality value  the main contribution of this paper is the use of a network analysis technique to analyse 12 107 citations in the 459 articles published in design studies between 1996 and 2010. unlike previous review papers which relied heavily on the qualitative observations and reflections of the authors  this paper is the first comprehensive quantitative analysis in this field. (author abstract)
2008,chamorro-koc  marianella  popovic  vesna  emmison  michael.,using visual representation of concepts to explore users and designers  concepts of everyday products,enhancing the design of user-product interactions prompted the emergence of research that supports designers  engagement with users  experience as an essential component of the design process. one such study focusses on investigating the influence of human experience on users  and designers  differing concepts of products. the paper introduces this study s methodological approach  which employs visual representations of concepts to uncover the experiential and contextual component of people s understanding of product use. findings are presented in the form of design principles that aim to assist the design of product usability by informing designers about the specific aspects of human experience that trigger people s understanding of products and product usage. (author abstract)
2011,charnley  fiona  lemon  mark  evans  steve.,exploring the process of whole system design,this paper explores the adoption of a whole system approach to a more sustainable and innovative design. a case study methodology was utilised to gain improved understanding of whole system design and those factors that substantially influence its success. the paper presents a framework of those factors including the requirement for trans-disciplinary skills  the dynamics of a flattened hierarchy and the need to identify relationships between parts of the system to ultimately optimise the whole. knowing the factors that influence the process of whole system design provides designers with the knowledge necessary to more effectively work within  manage and facilitate that process. this paper uses anecdotes taken from operational cases  across design contexts  to demonstrate those factors. a-[ordm designers demonstrate less design fixation when they work with physical materials. a-[ordm designers create better functioning designs when they work with physical materials. a-[ordm groups design better than individuals  but only when physical materials are absent.
2011,charnley  fiona  lemon  mark  evans  steve.,exploring the process of whole system design .,this paper explores the adoption of a whole system approach to a more sustainable and innovative design. a case study methodology was utilised to gain improved understanding of whole system design and those factors that substantially influence its success. the paper presents a framework of those factors including the requirement for trans-disciplinary skills  the dynamics of a flattened hierarchy and the need to identify relationships between parts of the system to ultimately optimise the whole. knowing the factors that influence the process of whole system design provides designers with the knowledge necessary to more effectively work within  manage and facilitate that process. this paper uses anecdotes taken from operational cases  across design contexts  to demonstrate those factors. (author abstract)
1988,chen  tun sing  sanoff  henry.,the patients view of their domain,discusses a study using the psychological method of protocol analysis to analyse the verbal behaviour of a small group of designers engaged in problem-solving. protocol analysis is a research methodology based on the psychological theory of information processing and is said to offer the community of design scientists a potentially effective method for the controlled observation and experimental analysis of design problem-solving behaviour. the author notes that there was some evidence to indicate that designers vary significantly in the nature and amount of information processed during problem-solving. much work remains to be done in order to establish protocol analysis as a valid design research tool  but the potential for experimentally testing research hypotheses is great  provided larger subject-samples are utilized. educationally  it could be of potential as a diagnostic tool  or as an instrument to show students the `form  of their problem-solving  of which they may be singularly unconscious.
